,Team Name,Season,Wins,Losses,Win Percent,Division Rank,SRS,Pace,Relative Pace,Offensive Rating,Relative Offensive Rating,Defensive Rating,Relative Defensive Rating,Playoff Result,Coaches,Top Win Shares
0,Toronto Raptors,2018-19,31,12,.721,1,4.93,99.1,-0.4,113.3,3.3,108.0,-2.0,None,N. Nurse (31-12),K. Leonard (5.6)
1,Toronto Raptors,2017-18,59,23,.720,1,7.29,97.4,0.1,113.8,5.2,105.9,-2.7,Lost E. Conf. Semis,D. Casey (59-23),K. Lowry (10.2)
2,Toronto Raptors,2016-17,51,31,.622,2,3.65,94.7,-1.7,112.3,3.5,107.8,-1.0,Lost E. Conf. Semis,D. Casey (51-31),K. Lowry (10.1)
3,Toronto Raptors,2015-16,56,26,.683,1,4.08,92.9,-2.9,110.0,3.6,105.2,-1.2,Lost E. Conf. Finals,D. Casey (56-26),K. Lowry (11.6)
4,Toronto Raptors,2014-15,49,33,.598,1,2.45,92.8,-1.1,111.0,5.4,107.7,2.1,Lost E. Conf. 1st Rnd.,D. Casey (49-33),J. Valanciunas (8.2)
5,Toronto Raptors,2013-14,48,34,.585,1,2.55,91.8,-2.1,108.8,2.1,105.3,-1.4,Lost E. Conf. 1st Rnd.,D. Casey (48-34),K. Lowry (11.7)
6,Toronto Raptors,2012-13,34,48,.415,5,-1.96,90.4,-1.6,105.9,0.0,107.5,1.6,None,D. Casey (34-48),A. Johnson (7.3)
7,Toronto Raptors,2011-12,23,43,.348,4,-3.67,89.3,-2.0,100.8,-3.8,104.5,-0.1,None,D. Casey (23-43),J. Calderon (5.1)
8,Toronto Raptors,2010-11,22,60,.268,5,-6.28,92.9,0.8,106.1,-1.2,112.9,5.6,None,J. Triano (22-60),A. Johnson (5.6)
9,Toronto Raptors,2009-10,40,42,.488,2,-1.83,93.1,0.4,111.3,3.7,113.2,5.6,None,J. Triano (40-42),C. Bosh (9.6)
10,Toronto Raptors,2008-09,33,49,.402,4,-2.54,92.0,0.3,107.0,-1.3,110.0,1.7,None,"S. Mitchell (8-9), J. Triano (25-40)",C. Bosh (9.7)
11,Toronto Raptors,2007-08,41,41,.500,2,2.47,90.2,-2.2,110.2,2.7,107.0,-0.5,Lost E. Conf. 1st Rnd.,S. Mitchell (41-41),J. Calderon (10.2)
12,Toronto Raptors,2006-07,47,35,.573,1,0.61,92.6,0.7,107.0,0.5,106.0,-0.5,Lost E. Conf. 1st Rnd.,S. Mitchell (47-35),C. Bosh (9.6)
13,Toronto Raptors,2005-06,27,55,.329,4,-3.03,91.1,0.6,109.5,3.3,112.7,6.5,None,S. Mitchell (27-55),C. Bosh (9.8)
14,Toronto Raptors,2004-05,33,49,.402,4,-1.81,92.7,1.8,106.9,0.8,108.7,2.6,None,S. Mitchell (33-49),C. Bosh (6.8)
15,Toronto Raptors,2003-04,33,49,.402,6,-3.42,86.8,-3.3,97.0,-5.9,100.4,-2.5,None,K. O'Neill (33-49),D. Marshall (9.8)
16,Toronto Raptors,2002-03,24,58,.293,7,-6.10,89.9,-1.1,100.5,-3.1,107.0,3.4,None,L. Wilkens (24-58),A. Williams (5.5)
17,Toronto Raptors,2001-02,42,40,.512,3,-0.71,88.8,-1.9,102.6,-1.9,103.1,-1.4,Lost E. Conf. 1st Rnd.,L. Wilkens (42-40),V. Carter (7.0)
18,Toronto Raptors,2000-01,47,35,.573,2,1.69,90.9,-0.4,105.9,2.9,103.4,0.4,Lost E. Conf. Semis,L. Wilkens (47-35),V. Carter (12.9)
19,Toronto Raptors,1999-00,45,37,.549,3,-0.46,92.5,-0.6,104.7,0.6,104.9,0.8,Lost E. Conf. 1st Rnd.,B. Carter (45-37),V. Carter (11.8)
20,Toronto Raptors,1998-99,23,27,.460,6,-1.32,88.8,-0.1,102.0,-0.2,103.9,1.7,None,B. Carter (23-27),V. Carter (5.0)
21,Toronto Raptors,1997-98,16,66,.195,8,-8.33,92.6,2.3,101.2,-3.8,111.0,6.0,None,"D. Walker (11-38), B. Carter (5-28)",D. Christie (4.0)
22,Toronto Raptors,1996-97,30,52,.366,8,-2.56,90.6,0.5,104.6,-2.1,108.0,1.3,None,D. Walker (30-52),D. Stoudamire (7.6)
23,Toronto Raptors,1995-96,21,61,.256,8,-7.20,93.2,1.4,103.8,-3.8,111.8,4.2,None,B. Malone (21-61),T. Murray (4.9)
24,Milwaukee Bucks,2018-19,28,11,.718,1,8.82,102.4,2.9,114.2,4.2,104.9,-5.1,None,M. Budenholzer (28-11),G. Antetokounmpo (6.7)
25,Milwaukee Bucks,2017-18,44,38,.537,3,-0.45,96.2,-1.1,109.8,1.2,110.1,1.5,Lost E. Conf. 1st Rnd.,"J. Kidd (23-22), J. Prunty (21-16)",G. Antetokounmpo (11.9)
26,Milwaukee Bucks,2016-17,42,40,.512,2,-0.45,94.5,-1.9,109.1,0.3,109.3,0.5,Lost E. Conf. 1st Rnd.,J. Kidd (42-40),G. Antetokounmpo (12.4)
27,Milwaukee Bucks,2015-16,33,49,.402,5,-3.98,94.2,-1.6,104.3,-2.1,108.7,2.3,None,J. Kidd (33-49),G. Monroe (7.5)
28,Milwaukee Bucks,2014-15,41,41,.500,3,-0.09,94.1,0.2,102.7,-2.9,102.2,-3.4,Lost E. Conf. 1st Rnd.,J. Kidd (41-41),K. Middleton (6.7)
29,Milwaukee Bucks,2013-14,15,67,.183,5,-8.41,91.8,-2.1,103.0,-3.7,111.8,5.1,None,L. Drew (15-67),J. Henson (3.3)
30,Milwaukee Bucks,2012-13,38,44,.463,3,-1.83,94.7,2.7,103.6,-2.3,105.2,-0.7,Lost E. Conf. 1st Rnd.,"S. Skiles (16-16), J. Boylan (22-28)",E. Ilyasova (6.7)
31,Milwaukee Bucks,2011-12,31,35,.470,3,-0.23,93.7,2.4,105.5,0.9,105.2,0.6,None,S. Skiles (31-35),E. Ilyasova (6.4)
32,Milwaukee Bucks,2010-11,35,47,.427,3,-1.02,89.8,-2.3,101.6,-5.7,102.5,-4.8,None,S. Skiles (35-47),A. Bogut (5.4)
33,Milwaukee Bucks,2009-10,46,36,.561,2,1.37,91.7,-1.0,104.9,-2.7,103.1,-4.5,Lost E. Conf. 1st Rnd.,S. Skiles (46-36),A. Bogut (7.5)
34,Milwaukee Bucks,2008-09,34,48,.415,5,-0.88,92.6,0.9,106.7,-1.6,107.9,-0.4,None,S. Skiles (34-48),R. Jefferson (6.6)
35,Milwaukee Bucks,2007-08,26,56,.317,5,-6.92,91.3,-1.1,105.3,-2.2,112.8,5.3,None,L. Krystkowiak (26-56),M. Redd (5.8)
36,Milwaukee Bucks,2006-07,28,54,.341,5,-4.43,92.3,0.4,107.0,0.5,111.7,5.2,None,"T. Stotts (23-41), L. Krystkowiak (5-13)",M. Redd (6.1)
37,Milwaukee Bucks,2005-06,40,42,.488,5,-1.07,91.2,0.7,106.3,0.1,107.4,1.2,Lost E. Conf. 1st Rnd.,T. Stotts (40-42),M. Redd (10.8)
38,Milwaukee Bucks,2004-05,30,52,.366,5,-3.09,90.8,-0.1,106.6,0.5,109.8,3.7,None,T. Porter (30-52),M. Redd (6.2)
39,Milwaukee Bucks,2003-04,41,41,.500,4,0.42,91.6,1.5,106.5,3.6,105.4,2.5,Lost E. Conf. 1st Rnd.,T. Porter (41-41),M. Redd (9.7)
40,Milwaukee Bucks,2002-03,42,40,.512,4,-0.24,90.4,-0.6,108.8,5.2,108.6,5.0,Lost E. Conf. 1st Rnd.,G. Karl (42-40),S. Cassell (9.6)
41,Milwaukee Bucks,2001-02,41,41,.500,5,-0.62,90.2,-0.5,106.9,2.4,107.1,2.6,None,G. Karl (41-41),R. Allen (8.9)
42,Milwaukee Bucks,2000-01,52,30,.634,1,3.14,92.1,0.8,108.8,5.8,104.6,1.6,Lost E. Conf. Finals,G. Karl (52-30),R. Allen (13.7)
43,Milwaukee Bucks,1999-00,42,40,.512,5,-0.06,92.7,-0.4,108.2,4.1,107.9,3.8,Lost E. Conf. 1st Rnd.,G. Karl (42-40),R. Allen (10.1)
44,Milwaukee Bucks,1998-99,28,22,.560,4,1.66,87.0,-1.9,104.9,2.7,103.0,0.8,Lost E. Conf. 1st Rnd.,G. Karl (28-22),R. Allen (5.2)
45,Milwaukee Bucks,1997-98,36,46,.439,7,-1.33,90.2,-0.1,103.5,-1.5,105.6,0.6,None,C. Ford (36-46),R. Allen (7.0)
46,Milwaukee Bucks,1996-97,33,49,.402,7,-1.38,89.5,-0.6,106.2,-0.5,108.3,1.6,None,C. Ford (33-49),V. Baker (8.3)
47,Milwaukee Bucks,1995-96,25,57,.305,7,-4.92,90.2,-1.6,105.6,-2.0,111.5,3.9,None,M. Dunleavy (25-57),V. Baker (6.2)
48,Milwaukee Bucks,1994-95,34,48,.415,6,-4.30,92.7,-0.2,106.2,-2.1,110.9,2.6,None,M. Dunleavy (34-48),V. Baker (5.8)
49,Milwaukee Bucks,1993-94,20,62,.244,6,-6.24,94.5,-0.6,102.5,-3.8,109.3,3.0,None,M. Dunleavy (20-62),E. Murdock (7.2)
50,Milwaukee Bucks,1992-93,28,54,.341,7,-3.26,96.1,-0.7,106.2,-1.8,110.1,2.1,None,M. Dunleavy (28-54),E. Murdock (6.1)
51,Milwaukee Bucks,1991-92,31,51,.378,6,-1.46,95.5,-1.1,108.8,0.6,110.6,2.4,None,"D. Harris (8-9), F. Hamblen (23-42)",M. Malone (7.8)
52,Milwaukee Bucks,1990-91,48,34,.585,3,2.33,96.1,-1.7,109.7,1.8,107.2,-0.7,Lost E. Conf. 1st Rnd.,D. Harris (48-34),J. Humphries (8.6)
53,Milwaukee Bucks,1989-90,44,38,.537,3,-1.06,98.0,-0.3,107.3,-0.8,108.1,0.0,Lost E. Conf. 1st Rnd.,D. Harris (44-38),J. Humphries (7.6)
54,Milwaukee Bucks,1988-89,49,33,.598,4,4.11,98.6,-2.0,110.1,2.3,106.4,-1.4,Lost E. Conf. Semis,D. Harris (49-33),J. Sikma (8.1)
55,Milwaukee Bucks,1987-88,42,40,.512,4,1.21,97.6,-2.0,108.2,0.2,107.6,-0.4,Lost E. Conf. 1st Rnd.,D. Harris (42-40),J. Sikma (9.4)
56,Milwaukee Bucks,1986-87,50,32,.610,3,4.04,100.3,-0.5,109.5,1.2,105.6,-2.7,Lost E. Conf. Semis,D. Nelson (50-32),R. Pierce (9.4)
57,Milwaukee Bucks,1985-86,57,25,.695,1,8.69,102.1,0.0,111.4,4.2,102.7,-4.5,Lost E. Conf. Finals,D. Nelson (57-25),S. Moncrief (11.7)
58,Milwaukee Bucks,1984-85,59,23,.720,1,6.69,99.7,-2.4,110.5,2.6,103.6,-4.3,Lost E. Conf. Semis,D. Nelson (59-23),S. Moncrief (11.2)
59,Milwaukee Bucks,1983-84,50,32,.610,1,4.04,96.9,-4.5,107.8,0.2,103.6,-4.0,Lost E. Conf. Finals,D. Nelson (50-32),S. Moncrief (12.7)
60,Milwaukee Bucks,1982-83,51,31,.622,1,4.32,100.0,-3.1,105.8,1.1,101.4,-3.3,Lost E. Conf. Finals,D. Nelson (51-31),S. Moncrief (13.2)
61,Milwaukee Bucks,1981-82,55,27,.671,1,5.38,100.0,-0.9,107.7,0.8,102.3,-4.6,Lost E. Conf. Semis,D. Nelson (55-27),S. Moncrief (13.4)
62,Milwaukee Bucks,1980-81,60,22,.732,1,7.14,103.6,1.8,108.7,3.2,101.8,-3.7,Lost E. Conf. Semis,D. Nelson (60-22),M. Johnson (11.2)
63,Milwaukee Bucks,1979-80,49,33,.598,1,3.57,102.4,-0.7,106.8,1.5,102.9,-2.4,Lost W. Conf. Semis,D. Nelson (49-33),M. Johnson (11.5)
64,Milwaukee Bucks,1978-79,38,44,.463,3,2.12,106.5,0.7,106.0,2.2,104.0,0.2,None,D. Nelson (38-44),M. Johnson (12.2)
65,Milwaukee Bucks,1977-78,44,38,.537,2,-0.59,108.7,2.0,101.8,0.9,102.4,1.5,Lost W. Conf. Semis,D. Nelson (44-38),M. Johnson (10.6)
66,Milwaukee Bucks,1976-77,30,52,.366,6,-2.99,108.3,1.8,100.0,0.5,102.9,3.4,None,"L. Costello (3-15), D. Nelson (27-37)",S. Nater (6.9)
67,Milwaukee Bucks,1975-76,38,44,.463,1,-1.55,103.9,-1.6,97.3,-1.0,98.7,0.4,Lost W. Conf. 1st Rnd.,L. Costello (38-44),B. Dandridge (9.0)
68,Milwaukee Bucks,1974-75,38,44,.463,4,0.25,102.1,-2.4,98.0,0.3,97.8,0.1,None,L. Costello (38-44),K. Abdul-Jabbar (12.9)
69,Milwaukee Bucks,1973-74,59,23,.720,1,7.61,105.4,-2.4,101.2,3.5,93.6,-4.1,Lost Finals,L. Costello (59-23),K. Abdul-Jabbar (18.4)
70,Milwaukee Bucks,1972-73,60,22,.732,1,7.84,108.3,-2.4,98.6,1.8,91.1,-5.7,Lost W. Conf. Semis,L. Costello (60-22),K. Abdul-Jabbar (21.9)
71,Milwaukee Bucks,1971-72,63,19,.768,1,10.70,111.2,-0.8,102.6,4.7,92.6,-5.3,Lost W. Conf. Finals,L. Costello (63-19),K. Abdul-Jabbar (25.4)
72,Milwaukee Bucks,1970-71,66,16,.805,1,11.92,113.4,-1.7,103.9,6.7,93.1,-4.1,Won Finals,L. Costello (66-16),K. Abdul-Jabbar (22.3)
73,Milwaukee Bucks,1969-70,56,26,.683,2,4.25,115.8,-1.3,102.1,3.1,98.1,-0.9,Lost E. Div. Finals,L. Costello (56-26),K. Abdul-Jabbar (13.8)
74,Milwaukee Bucks,1968-69,27,55,.329,7,-5.07,117.5,0.6,93.9,-1.6,98.2,2.7,None,L. Costello (27-55),J. McGlocklin (7.9)
75,Indiana Pacers,2018-19,27,13,.675,2,4.10,97.7,-1.8,110.4,0.4,104.4,-5.6,None,N. McMillan (27-13),D. Sabonis (4.6)
76,Indiana Pacers,2017-18,48,34,.585,2,1.18,96.0,-1.3,109.5,0.9,108.1,-0.5,Lost E. Conf. 1st Rnd.,N. McMillan (48-34),V. Oladipo (8.2)
77,Indiana Pacers,2016-17,42,40,.512,3,-0.64,95.9,-0.5,108.6,-0.2,108.8,0.0,Lost E. Conf. 1st Rnd.,N. McMillan (42-40),J. Teague (8.1)
78,Indiana Pacers,2015-16,45,37,.549,2,1.62,96.6,0.8,104.6,-1.8,102.9,-3.5,Lost E. Conf. 1st Rnd.,F. Vogel (45-37),P. George (9.2)
79,Indiana Pacers,2014-15,38,44,.463,4,-0.23,93.2,-0.7,103.5,-2.1,103.2,-2.4,None,F. Vogel (38-44),G. Hill (5.4)
80,Indiana Pacers,2013-14,56,26,.683,1,3.63,92.5,-1.4,104.1,-2.6,99.3,-7.4,Lost E. Conf. Finals,F. Vogel (56-26),P. George (10.8)
81,Indiana Pacers,2012-13,49,32,.605,1,3.34,90.2,-1.8,104.3,-1.6,99.8,-6.1,Lost E. Conf. Finals,F. Vogel (49-32),G. Hill (9.7)
82,Indiana Pacers,2011-12,42,24,.636,2,2.60,90.7,-0.6,106.7,2.1,103.1,-1.5,Lost E. Conf. Semis,F. Vogel (42-24),D. Granger (6.7)
83,Indiana Pacers,2010-11,37,45,.451,2,-1.38,94.7,2.6,104.8,-2.5,106.0,-1.3,Lost E. Conf. 1st Rnd.,"J. O'Brien (17-27), F. Vogel (20-18)",D. Granger (6.9)
84,Indiana Pacers,2009-10,32,50,.390,4,-3.11,97.1,4.4,103.7,-3.9,106.8,-0.8,None,J. O'Brien (32-50),T. Murphy (7.8)
85,Indiana Pacers,2008-09,36,46,.439,4,-0.76,96.5,4.8,108.1,-0.2,109.2,0.9,None,J. O'Brien (36-46),T. Murphy (8.5)
86,Indiana Pacers,2007-08,36,46,.439,3,-1.87,97.7,5.3,106.0,-1.5,107.5,0.0,None,J. O'Brien (36-46),M. Dunleavy (8.5)
87,Indiana Pacers,2006-07,35,47,.427,4,-2.62,92.4,0.5,102.9,-3.6,105.5,-1.0,None,R. Carlisle (35-47),D. Granger (6.5)
88,Indiana Pacers,2005-06,41,41,.500,3,1.62,89.7,-0.8,104.5,-1.7,102.4,-3.8,Lost E. Conf. 1st Rnd.,R. Carlisle (41-41),J. Foster (5.7)
89,Indiana Pacers,2004-05,44,38,.537,3,0.49,87.2,-3.7,105.5,-0.6,104.6,-1.5,Lost E. Conf. Semis,R. Carlisle (44-38),R. Miller (6.6)
90,Indiana Pacers,2003-04,61,21,.744,1,4.93,87.5,-2.6,103.8,0.9,97.2,-5.7,Lost E. Conf. Finals,R. Carlisle (61-21),J. O'Neal (9.0)
91,Indiana Pacers,2002-03,48,34,.585,2,2.79,91.6,0.6,104.6,1.0,100.8,-2.8,Lost E. Conf. 1st Rnd.,I. Thomas (48-34),J. O'Neal (10.5)
92,Indiana Pacers,2001-02,42,40,.512,4,-0.07,91.9,1.2,104.1,-0.4,103.8,-0.7,Lost E. Conf. 1st Rnd.,I. Thomas (42-40),R. Miller (9.5)
93,Indiana Pacers,2000-01,41,41,.500,4,-0.77,89.4,-1.9,102.0,-1.0,102.2,-0.8,Lost E. Conf. 1st Rnd.,I. Thomas (41-41),R. Miller (10.3)
94,Indiana Pacers,1999-00,56,26,.683,1,4.15,93.1,0.0,108.5,4.4,103.6,-0.5,Lost Finals,L. Bird (56-26),R. Miller (10.1)
95,Indiana Pacers,1998-99,33,17,.660,1,3.86,86.4,-2.5,108.7,6.5,104.4,2.2,Lost E. Conf. Finals,L. Bird (33-17),R. Miller (6.4)
96,Indiana Pacers,1997-98,58,24,.707,2,6.25,87.9,-2.4,108.4,3.4,101.6,-3.4,Lost E. Conf. Finals,L. Bird (58-24),R. Miller (12.0)
97,Indiana Pacers,1996-97,39,43,.476,6,1.49,89.0,-1.1,105.8,-0.9,104.7,-2.0,None,L. Brown (39-43),R. Miller (12.3)
98,Indiana Pacers,1995-96,52,30,.634,2,3.11,89.3,-2.5,110.8,3.2,107.2,-0.4,Lost E. Conf. 1st Rnd.,L. Brown (52-30),R. Miller (10.3)
99,Indiana Pacers,1994-95,52,30,.634,1,3.35,90.0,-2.9,109.6,1.3,105.6,-2.7,Lost E. Conf. Finals,L. Brown (52-30),R. Miller (11.4)
100,Indiana Pacers,1993-94,47,35,.573,3,3.26,93.3,-1.8,107.8,1.5,104.2,-2.1,Lost E. Conf. Finals,L. Brown (47-35),R. Miller (11.7)
101,Indiana Pacers,1992-93,41,41,.500,5,1.77,96.0,-0.8,111.9,3.9,110.1,2.1,Lost E. Conf. 1st Rnd.,B. Hill (41-41),R. Miller (11.3)
102,Indiana Pacers,1991-92,40,42,.488,4,1.85,99.0,2.4,111.7,3.5,109.9,1.7,Lost E. Conf. 1st Rnd.,B. Hill (40-42),R. Miller (11.0)
103,Indiana Pacers,1990-91,41,41,.500,5,-0.37,99.4,1.6,111.7,3.8,112.1,4.2,Lost E. Conf. 1st Rnd.,"D. Versace (9-16), B. Hill (32-25)",R. Miller (12.5)
104,Indiana Pacers,1989-90,42,40,.512,5,-0.18,97.0,-1.3,111.5,3.4,111.4,3.3,Lost E. Conf. 1st Rnd.,D. Versace (42-40),R. Miller (12.1)
105,Indiana Pacers,1988-89,28,54,.341,6,-3.00,99.2,-1.4,106.8,-1.0,111.0,3.2,None,"J. Ramsay (0-7), M. Daniels (0-2), G. Irvine (6-14), D. Versace (22-31)",R. Miller (6.5)
106,Indiana Pacers,1987-88,38,44,.463,6,-0.18,98.0,-1.6,106.6,-1.4,107.4,-0.6,None,J. Ramsay (38-44),V. Fleming (8.4)
107,Indiana Pacers,1986-87,41,41,.500,4,-0.17,98.8,-2.0,106.0,-2.3,106.6,-1.7,Lost E. Conf. 1st Rnd.,J. Ramsay (41-41),S. Stipanovich (9.0)
108,Indiana Pacers,1985-86,26,56,.317,6,-2.66,100.9,-1.2,102.6,-4.6,105.9,-1.3,None,G. Irvine (26-56),V. Fleming (6.9)
109,Indiana Pacers,1984-85,22,60,.268,6,-5.46,105.1,3.0,102.5,-5.4,108.4,0.5,None,G. Irvine (22-60),C. Kellogg (6.1)
110,Indiana Pacers,1983-84,26,56,.317,6,-4.25,102.1,0.7,101.8,-5.8,106.5,-1.1,None,J. McKinney (26-56),C. Kellogg (7.0)
111,Indiana Pacers,1982-83,20,62,.244,6,-5.36,103.9,0.8,103.8,-0.9,109.4,4.7,None,J. McKinney (20-62),C. Kellogg (6.8)
112,Indiana Pacers,1981-82,35,47,.427,4,-1.49,98.7,-2.2,102.7,-4.2,104.6,-2.3,None,J. McKinney (35-47),D. Buse (7.1)
113,Indiana Pacers,1980-81,44,38,.537,3,1.72,100.9,-0.9,106.4,0.9,105.0,-0.5,Lost E. Conf. 1st Rnd.,J. McKinney (44-38),B. Knight (8.4)
114,Indiana Pacers,1979-80,37,45,.451,4,-0.54,104.4,1.3,105.5,0.2,106.2,0.9,None,S. Leonard (37-45),M. Johnson (7.3)
115,Indiana Pacers,1978-79,38,44,.463,4,-1.41,105.3,-0.5,103.0,-0.8,104.5,0.7,None,S. Leonard (38-44),J. Edwards (7.1)
116,Indiana Pacers,1977-78,31,51,.378,6,-2.37,108.2,1.5,99.6,-1.3,101.9,1.0,None,S. Leonard (31-51),D. Roundfield (6.9)
117,Indiana Pacers,1976-77,36,46,.439,5,-1.68,107.1,0.6,99.3,-0.2,101.0,1.5,None,S. Leonard (36-46),B. Knight (10.7)
118,Indiana Pacers,1975-76,39,45,.464,5,0.29,107.7,0.8,103.7,-0.4,103.9,-0.2,Lost 1st Rnd.,S. Leonard (39-45),D. Buse (10.6)
119,Indiana Pacers,1974-75,45,39,.536,3,1.14,105.1,2.0,106.7,2.0,105.7,1.0,Lost Finals,S. Leonard (45-39),G. McGinnis (11.6)
120,Indiana Pacers,1973-74,46,38,.548,2,0.68,103.0,0.4,101.7,-1.3,100.9,-2.1,Lost W. Div. Finals,S. Leonard (46-38),G. McGinnis (10.1)
121,Indiana Pacers,1972-73,51,33,.607,2,1.97,112.7,3.4,100.7,-1.1,98.8,-3.0,Won Finals,S. Leonard (51-33),G. McGinnis (11.4)
122,Indiana Pacers,1971-72,47,37,.560,2,2.72,110.7,-1.2,101.1,0.5,98.7,-1.9,Won Finals,S. Leonard (47-37),M. Daniels (10.3)
123,Indiana Pacers,1970-71,58,26,.690,1,5.63,108.1,-3.0,109.1,4.1,103.6,-1.4,Lost W. Div. Finals,S. Leonard (58-26),M. Daniels (11.4)
124,Indiana Pacers,1969-70,59,25,.702,1,2.67,106.7,-2.5,105.4,2.7,102.2,-0.5,Won Finals,S. Leonard (59-25),R. Brown (13.3)
125,Indiana Pacers,1968-69,44,34,.564,1,3.35,111.4,2.0,106.3,2.3,102.6,-1.4,Lost Finals,"L. Staverman (2-7), S. Leonard (42-27)",R. Brown (10.0)
126,Indiana Pacers,1967-68,38,40,.487,3,0.50,107.2,0.2,101.5,0.2,101.3,0.0,Lost E. Div. Semis,L. Staverman (38-40),F. Lewis (7.5)
127,Philadelphia 76ers,2018-19,27,14,.659,2,1.55,101.5,2.0,111.7,1.7,109.2,-0.8,None,B. Brown (27-14),J. Embiid (5.2)
128,Philadelphia 76ers,2017-18,52,30,.634,3,4.30,99.8,2.5,109.5,0.9,105.0,-3.6,Lost E. Conf. Semis,B. Brown (52-30),B. Simmons (9.2)
129,Philadelphia 76ers,2016-17,28,54,.341,4,-5.83,98.5,2.1,103.2,-5.6,108.9,0.1,None,B. Brown (28-54),T. McConnell (3.8)
130,Philadelphia 76ers,2015-16,10,72,.122,5,-9.92,97.9,2.1,98.8,-7.6,109.2,2.8,None,B. Brown (10-72),N. Noel (3.0)
131,Philadelphia 76ers,2014-15,18,64,.220,4,-9.04,95.7,1.8,95.5,-10.1,104.8,-0.8,None,B. Brown (18-64),N. Noel (4.0)
132,Philadelphia 76ers,2013-14,19,63,.232,5,-10.66,99.2,5.3,99.4,-7.3,109.9,3.2,None,B. Brown (19-63),T. Young (3.5)
133,Philadelphia 76ers,2012-13,34,48,.415,4,-3.51,91.0,-1.0,102.0,-3.9,105.7,-0.2,None,D. Collins (34-48),T. Young (7.4)
134,Philadelphia 76ers,2011-12,35,31,.530,3,3.59,89.7,-1.6,103.9,-0.7,99.2,-5.4,Lost E. Conf. Semis,D. Collins (35-31),A. Iguodala (7.3)
135,Philadelphia 76ers,2010-11,41,41,.500,3,1.01,91.7,-0.4,106.6,-0.7,105.0,-2.3,Lost E. Conf. 1st Rnd.,D. Collins (41-41),E. Brand (9.4)
136,Philadelphia 76ers,2009-10,27,55,.329,4,-3.93,91.6,-1.1,106.1,-1.5,110.3,2.7,None,E. Jordan (27-55),A. Iguodala (6.7)
137,Philadelphia 76ers,2008-09,41,41,.500,2,0.16,90.0,-1.7,107.9,-0.4,107.8,-0.5,Lost E. Conf. 1st Rnd.,"M. Cheeks (9-14), T. DiLeo (32-27)",A. Iguodala (9.2)
138,Philadelphia 76ers,2007-08,40,42,.488,3,0.19,90.4,-2.0,106.4,-1.1,106.0,-1.5,Lost E. Conf. 1st Rnd.,M. Cheeks (40-42),A. Iguodala (9.6)
139,Philadelphia 76ers,2006-07,35,47,.427,3,-3.26,90.7,-1.2,103.6,-2.9,106.9,0.4,None,M. Cheeks (35-47),A. Iguodala (7.7)
140,Philadelphia 76ers,2005-06,38,44,.463,2,-2.10,92.7,2.2,106.0,-0.2,108.1,1.9,None,M. Cheeks (38-44),A. Iverson (10.6)
141,Philadelphia 76ers,2004-05,43,39,.524,2,-1.07,94.9,4.0,103.5,-2.6,104.3,-1.8,Lost E. Conf. 1st Rnd.,J. O'Brien (43-39),A. Iverson (9.0)
142,Philadelphia 76ers,2003-04,33,49,.402,5,-2.95,88.0,-2.1,99.1,-3.8,101.9,-1.0,None,"R. Ayers (21-31), C. Ford (12-18)",S. Dalembert (6.9)
143,Philadelphia 76ers,2002-03,48,34,.585,2,1.76,91.4,0.4,105.0,1.4,102.5,-1.1,Lost E. Conf. Semis,L. Brown (48-34),A. Iverson (9.2)
144,Philadelphia 76ers,2001-02,43,39,.524,4,1.27,88.9,-1.8,102.1,-2.4,100.3,-4.2,Lost E. Conf. 1st Rnd.,L. Brown (43-39),D. Mutombo (9.6)
145,Philadelphia 76ers,2000-01,56,26,.683,1,3.64,90.6,-0.7,103.6,0.6,98.9,-4.1,Lost Finals,L. Brown (56-26),A. Iverson (11.8)
146,Philadelphia 76ers,1999-00,49,33,.598,3,1.02,92.7,-0.4,101.5,-2.6,100.0,-4.1,Lost E. Conf. Semis,L. Brown (49-33),A. Iverson (6.9)
147,Philadelphia 76ers,1998-99,28,22,.560,3,2.56,88.6,-0.3,99.9,-2.3,97.6,-4.6,Lost E. Conf. Semis,L. Brown (28-22),A. Iverson (7.2)
148,Philadelphia 76ers,1997-98,31,51,.378,7,-1.89,90.4,0.1,102.8,-2.2,105.4,0.4,None,L. Brown (31-51),A. Iverson (9.0)
149,Philadelphia 76ers,1996-97,22,60,.268,6,-5.89,95.3,5.2,104.6,-2.1,111.4,4.7,None,J. Davis (22-60),C. Weatherspoon (5.0)
150,Philadelphia 76ers,1995-96,18,64,.220,7,-9.45,92.2,0.4,102.2,-5.4,113.0,5.4,None,J. Lucas (18-64),C. Weatherspoon (5.8)
151,Philadelphia 76ers,1994-95,24,58,.293,6,-5.06,91.0,-1.9,104.1,-4.2,109.7,1.4,None,J. Lucas (24-58),D. Barros (12.7)
152,Philadelphia 76ers,1993-94,25,57,.305,6,-7.37,95.7,0.6,101.7,-4.6,109.7,3.4,None,F. Carter (25-57),C. Weatherspoon (6.0)
153,Philadelphia 76ers,1992-93,26,56,.317,6,-5.25,98.5,1.7,104.6,-3.4,110.4,2.4,None,"D. Moe (19-37), F. Carter (7-19)",H. Hawkins (8.5)
154,Philadelphia 76ers,1991-92,35,47,.427,5,-1.34,93.7,-2.9,108.3,0.1,109.7,1.5,None,J. Lynam (35-47),C. Barkley (12.3)
