,Team Name,Season,Wins,Losses,Win Percent,Division Rank,SRS,Pace,Relative Pace,Offensive Rating,Relative Offensive Rating,Defensive Rating,Relative Defensive Rating,Playoff Result,Coaches,Top Win Shares
354,Charlotte Hornets,2017-18,36,46,.439,3,0.07,98.4,1.1,109.4,0.8,109.1,0.5,None,S. Clifford (36-46),K. Walker (8.6)
355,Charlotte Hornets,2016-17,36,46,.439,4,-0.07,95.7,-0.7,108.8,0.0,108.6,-0.2,None,S. Clifford (36-46),K. Walker (8.1)
356,Charlotte Hornets,2015-16,48,34,.585,3,2.36,95.7,-0.1,107.1,0.7,104.3,-2.1,Lost E. Conf. 1st Rnd.,S. Clifford (48-34),K. Walker (9.9)
357,Charlotte Hornets,2014-15,33,49,.402,4,-3.44,93.0,-0.9,100.1,-5.5,103.5,-2.1,None,S. Clifford (33-49),A. Jefferson (4.7)
358,Charlotte Hornets,2013-14,43,39,.524,3,-0.89,92.4,-1.5,103.6,-3.1,103.8,-2.9,Lost E. Conf. 1st Rnd.,S. Clifford (43-39),A. Jefferson (7.8)
359,Charlotte Hornets,2012-13,21,61,.256,4,-9.29,91.5,-0.5,101.5,-4.4,111.5,5.6,None,M. Dunlap (21-61),K. Walker (4.8)
360,Charlotte Hornets,2011-12,7,59,.106,5,-13.96,91.1,-0.2,95.2,-9.4,110.4,5.8,None,P. Silas (7-59),D. Brown (2.3)
361,Charlotte Hornets,2010-11,34,48,.415,4,-4.08,89.6,-2.5,103.4,-3.9,107.8,0.5,None,"L. Brown (9-19), P. Silas (25-29)",D. Augustin (6.2)
362,Charlotte Hornets,2009-10,44,38,.537,4,1.30,90.4,-2.3,104.4,-3.2,102.8,-4.8,Lost E. Conf. 1st Rnd.,L. Brown (44-38),G. Wallace (11.5)
363,Charlotte Hornets,2008-09,35,47,.427,4,-1.20,88.3,-3.4,104.7,-3.6,106.1,-2.2,None,L. Brown (35-47),G. Wallace (9.5)
364,Charlotte Hornets,2007-08,32,50,.390,4,-4.49,91.8,-0.6,104.6,-2.9,109.4,1.9,None,S. Vincent (32-50),J. Richardson (7.4)
365,Charlotte Hornets,2006-07,33,49,.402,4,-3.97,92.0,0.1,103.6,-2.9,107.6,1.1,None,B. Bickerstaff (33-49),G. Wallace (7.7)
366,Charlotte Hornets,2005-06,26,56,.317,4,-3.90,93.4,2.9,102.5,-3.7,106.7,0.5,None,B. Bickerstaff (26-56),G. Wallace (6.4)
367,Charlotte Hornets,2004-05,18,64,.220,4,-6.15,92.3,1.4,101.1,-5.0,107.5,1.4,None,B. Bickerstaff (18-64),P. Brezec (4.9)
368,Charlotte Hornets,2003-04,44,38,.537,2,0.57,89.7,-1.0,104.3,-0.2,103.3,-1.2,Lost E. Conf. Semis,P. Silas (44-38),P. Brown (8.2)
369,Charlotte Hornets,2002-03,46,36,.561,3,1.45,89.4,-1.9,101.8,-1.2,99.5,-3.5,Lost E. Conf. Semis,P. Silas (46-36),B. Davis (8.9)
370,Charlotte Hornets,2001-02,49,33,.598,2,2.33,93.9,0.8,104.3,0.2,101.4,-2.7,Lost E. Conf. 1st Rnd.,P. Silas (49-33),E. Jones (10.1)
371,Charlotte Hornets,2000-01,26,24,.520,5,0.63,89.7,0.8,102.3,0.1,102.4,0.2,None,"D. Cowens (4-11), P. Silas (22-13)",D. Wesley (4.8)
372,Charlotte Hornets,1999-00,51,31,.622,3,2.45,89.4,-0.9,107.5,2.5,105.3,0.3,Lost E. Conf. Semis,D. Cowens (51-31),G. Rice (9.3)
373,Charlotte Hornets,1998-99,54,28,.659,4,2.13,88.6,-1.5,110.9,4.2,108.9,2.2,Lost E. Conf. 1st Rnd.,D. Cowens (54-28),A. Mason (11.4)
374,Charlotte Hornets,1997-98,41,41,.500,6,-0.48,91.6,-0.2,111.2,3.6,111.8,4.2,None,A. Bristow (41-41),L. Johnson (10.1)
375,Charlotte Hornets,1996-97,50,32,.610,2,2.87,91.2,-1.7,109.6,1.3,106.1,-2.2,Lost E. Conf. 1st Rnd.,A. Bristow (50-32),A. Mourning (9.4)
376,Charlotte Hornets,1995-96,41,41,.500,5,-0.23,97.5,2.4,108.4,2.1,108.6,2.3,None,A. Bristow (41-41),H. Hawkins (6.5)
377,Charlotte Hornets,1994-95,44,38,.537,3,-0.02,100.2,3.4,109.5,1.5,109.7,1.7,Lost E. Conf. Semis,A. Bristow (44-38),L. Johnson (9.6)
378,Charlotte Hornets,1993-94,31,51,.378,7,-3.57,101.7,5.1,107.1,-1.1,110.9,2.7,None,A. Bristow (31-51),L. Johnson (8.9)
379,Charlotte Hornets,1992-93,26,56,.317,7,-4.95,97.3,-0.5,105.0,-2.9,110.4,2.5,None,G. Littles (26-56),M. Bogues (4.8)
380,Charlotte Hornets,1991-92,19,63,.232,7,-7.00,98.1,-0.2,102.0,-6.1,109.9,1.8,None,"D. Harter (8-32), G. Littles (11-31)",M. Bogues (6.7)
381,Charlotte Hornets,1990-91,20,62,.244,6,-7.74,100.3,-0.3,103.7,-4.1,112.1,4.3,None,D. Harter (20-62),K. Rambis (4.8)
382,Detroit Pistons,2018-19,17,21,.447,3,-2.69,98.9,-0.6,106.9,-3.1,109.4,-0.6,None,D. Casey (17-21),B. Griffin (3.9)
383,Detroit Pistons,2017-18,39,43,.476,4,-0.26,96.2,-1.1,107.2,-1.4,107.3,-1.3,None,S. Van Gundy (39-43),A. Drummond (10.3)
384,Detroit Pistons,2016-17,37,45,.451,5,-1.29,95.0,-1.4,106.0,-2.8,107.1,-1.7,None,S. Van Gundy (37-45),T. Harris (6.8)
385,Detroit Pistons,2015-16,44,38,.537,3,0.43,95.1,-0.7,106.1,-0.3,105.5,-0.9,Lost E. Conf. 1st Rnd.,S. Van Gundy (44-38),A. Drummond (7.4)
386,Detroit Pistons,2014-15,32,50,.390,5,-1.39,92.8,-1.1,105.3,-0.3,106.4,0.8,None,S. Van Gundy (32-50),A. Drummond (7.7)
387,Detroit Pistons,2013-14,29,53,.354,4,-4.13,94.9,1.0,105.9,-0.8,109.7,3.0,None,"M. Cheeks (21-29), J. Loyer (8-24)",A. Drummond (9.9)
388,Detroit Pistons,2012-13,29,53,.354,4,-4.33,90.8,-1.2,103.8,-2.1,108.1,2.2,None,L. Frank (29-53),G. Monroe (5.9)
389,Detroit Pistons,2011-12,25,41,.379,4,-5.19,89.2,-2.1,101.0,-3.6,106.3,1.7,None,L. Frank (25-41),G. Monroe (7.0)
390,Detroit Pistons,2010-11,30,52,.366,4,-3.78,89.2,-2.9,107.7,0.4,111.7,4.4,None,J. Kuester (30-52),G. Monroe (6.6)
391,Detroit Pistons,2009-10,27,55,.329,5,-5.02,88.5,-4.2,105.6,-2.0,111.4,3.8,None,J. Kuester (27-55),B. Wallace (4.7)
392,Detroit Pistons,2008-09,39,43,.476,3,-0.36,86.7,-5.0,107.4,-0.9,108.0,-0.3,Lost E. Conf. 1st Rnd.,M. Curry (39-43),T. Prince (6.2)
393,Detroit Pistons,2007-08,59,23,.720,1,6.67,87.3,-5.1,111.4,3.9,102.9,-4.6,Lost E. Conf. Finals,F. Saunders (59-23),C. Billups (13.5)
394,Detroit Pistons,2006-07,53,29,.646,1,3.69,87.3,-4.6,108.9,2.4,104.2,-2.3,Lost E. Conf. Finals,F. Saunders (53-29),C. Billups (11.4)
395,Detroit Pistons,2005-06,64,18,.780,1,6.24,86.8,-3.7,110.8,4.6,103.1,-3.1,Lost E. Conf. Finals,F. Saunders (64-18),C. Billups (15.5)
396,Detroit Pistons,2004-05,54,28,.659,1,3.31,87.2,-3.7,105.6,-0.5,101.2,-4.9,Lost Finals,L. Brown (54-28),C. Billups (12.1)
397,Detroit Pistons,2003-04,54,28,.659,2,5.04,87.9,-2.2,102.0,-0.9,95.4,-7.5,Won Finals,L. Brown (54-28),C. Billups (11.3)
398,Detroit Pistons,2002-03,50,32,.610,1,2.97,86.8,-4.2,104.1,0.5,99.9,-3.7,Lost E. Conf. Finals,R. Carlisle (50-32),B. Wallace (10.6)
399,Detroit Pistons,2001-02,50,32,.610,1,1.69,90.0,-0.7,104.8,0.3,102.4,-2.1,Lost E. Conf. Semis,R. Carlisle (50-32),B. Wallace (11.6)
400,Detroit Pistons,2000-01,32,50,.390,5,-2.08,94.7,3.4,100.0,-3.0,101.8,-1.2,None,G. Irvine (32-50),J. Stackhouse (9.2)
401,Detroit Pistons,1999-00,42,40,.512,4,1.13,95.7,2.6,107.3,3.2,105.8,1.7,Lost E. Conf. 1st Rnd.,"A. Gentry (28-30), G. Irvine (14-10)",G. Hill (10.7)
402,Detroit Pistons,1998-99,29,21,.580,3,3.97,86.3,-2.6,104.2,2.0,100.3,-1.9,Lost E. Conf. 1st Rnd.,A. Gentry (29-21),G. Hill (7.3)
403,Detroit Pistons,1997-98,37,45,.451,6,1.95,88.2,-2.1,105.3,0.3,103.5,-1.5,None,"D. Collins (21-24), A. Gentry (16-21)",G. Hill (10.2)
404,Detroit Pistons,1996-97,54,28,.659,3,5.45,84.5,-5.6,110.6,3.9,104.4,-2.3,Lost E. Conf. 1st Rnd.,D. Collins (54-28),G. Hill (14.6)
405,Detroit Pistons,1995-96,46,36,.561,5,2.45,87.7,-4.1,107.9,0.3,105.1,-2.5,Lost E. Conf. 1st Rnd.,D. Collins (46-36),G. Hill (11.7)
406,Detroit Pistons,1994-95,28,54,.341,7,-7.08,93.2,0.3,105.1,-3.2,112.9,4.6,None,D. Chaney (28-54),G. Hill (5.4)
407,Detroit Pistons,1993-94,20,62,.244,7,-7.46,94.2,-0.9,102.7,-3.6,110.9,4.6,None,D. Chaney (20-62),T. Mills (6.3)
408,Detroit Pistons,1992-93,40,42,.488,6,-1.10,93.2,-3.6,107.4,-0.6,108.9,0.9,None,R. Rothstein (40-42),J. Dumars (9.1)
409,Detroit Pistons,1991-92,48,34,.585,3,2.06,91.6,-5.0,107.5,-0.7,105.3,-2.9,Lost E. Conf. 1st Rnd.,C. Daly (48-34),D. Rodman (12.6)
410,Detroit Pistons,1990-91,50,32,.610,2,3.08,91.9,-5.9,108.2,0.3,104.6,-3.3,Lost E. Conf. Finals,C. Daly (50-32),J. Dumars (9.9)
411,Detroit Pistons,1989-90,59,23,.720,1,5.41,94.4,-3.9,109.9,1.8,103.5,-4.6,Won Finals,C. Daly (59-23),B. Laimbeer (10.1)
412,Detroit Pistons,1988-89,63,19,.768,1,6.24,95.5,-5.1,110.8,3.0,104.7,-3.1,Won Finals,C. Daly (63-19),B. Laimbeer (9.0)
413,Detroit Pistons,1987-88,54,28,.659,1,5.46,98.3,-1.3,110.5,2.5,105.3,-2.7,Lost Finals,C. Daly (54-28),A. Dantley (9.4)
414,Detroit Pistons,1986-87,52,30,.634,2,3.51,101.0,0.2,109.2,0.9,105.8,-2.5,Lost E. Conf. Finals,C. Daly (52-30),B. Laimbeer (10.5)
415,Detroit Pistons,1985-86,46,36,.561,3,1.44,104.2,2.1,109.0,1.8,107.9,0.7,Lost E. Conf. 1st Rnd.,C. Daly (46-36),B. Laimbeer (9.2)
416,Detroit Pistons,1984-85,46,36,.561,2,2.73,105.0,2.9,109.6,1.7,107.2,-0.7,Lost E. Conf. Semis,C. Daly (46-36),I. Thomas (11.2)
417,Detroit Pistons,1983-84,49,33,.598,2,3.52,103.8,2.4,111.5,3.9,108.1,0.5,Lost E. Conf. 1st Rnd.,C. Daly (49-33),B. Laimbeer (10.8)
418,Detroit Pistons,1982-83,37,45,.451,3,-0.17,105.8,2.7,105.4,0.7,105.8,1.1,None,S. Robertson (37-45),B. Laimbeer (8.5)
419,Detroit Pistons,1981-82,39,43,.476,3,-0.63,104.3,3.4,105.8,-1.1,106.6,-0.3,None,S. Robertson (39-43),K. Tripucka (7.5)
420,Detroit Pistons,1980-81,21,61,.256,6,-5.58,101.2,-0.6,98.1,-7.4,104.3,-1.2,None,S. Robertson (21-61),T. Tyler (6.4)
421,Detroit Pistons,1979-80,16,66,.195,6,-7.57,107.1,4.0,101.2,-4.1,108.8,3.5,None,"D. Vitale (4-8), R. Adubato (12-58)",B. Lanier (4.2)
422,Detroit Pistons,1978-79,30,52,.366,4,-2.60,107.2,1.4,102.1,-1.7,104.6,0.8,None,D. Vitale (30-52),M. Carr (7.9)
423,Detroit Pistons,1977-78,38,44,.463,4,-1.22,107.7,1.0,100.3,-0.6,101.5,0.6,None,"H. Brown (9-15), B. Kauffman (29-29)",B. Lanier (10.1)
424,Detroit Pistons,1976-77,44,38,.537,2,-1.00,108.8,2.3,100.3,0.8,101.3,1.8,Lost W. Conf. 1st Rnd.,H. Brown (44-38),B. Lanier (10.3)
425,Detroit Pistons,1975-76,36,46,.439,2,-1.18,105.2,-0.3,99.2,0.9,100.2,1.9,Lost W. Conf. Semis,"R. Scott (17-25), H. Brown (19-21)",B. Lanier (10.1)
426,Detroit Pistons,1974-75,40,42,.488,3,-1.19,100.5,-4.0,98.3,0.6,99.7,2.0,Lost W. Conf. 1st Rnd.,R. Scott (40-42),B. Lanier (12.4)
427,Detroit Pistons,1973-74,52,30,.634,3,4.02,106.5,-1.3,97.6,-0.1,93.8,-3.9,Lost W. Conf. Semis,R. Scott (52-30),B. Lanier (14.4)
428,Detroit Pistons,1972-73,40,42,.488,3,0.54,111.5,0.8,98.4,1.6,98.2,1.4,None,"E. Lloyd (2-5), R. Scott (38-37)",B. Lanier (10.6)
429,Detroit Pistons,1971-72,26,56,.317,4,-6.11,112.8,0.8,96.1,-1.8,102.2,4.3,None,"B. van Breda Kolff (6-4), T. Dischinger (0-2), E. Lloyd (20-50)",B. Lanier (8.4)
430,Detroit Pistons,1970-71,45,37,.549,4,-0.33,111.3,-3.8,98.1,0.9,98.7,1.5,None,B. van Breda Kolff (45-37),D. Bing (11.7)
431,Detroit Pistons,1969-70,31,51,.378,7,-2.94,111.6,-5.5,100.1,1.1,103.1,4.1,None,B. van Breda Kolff (31-51),J. Walker (6.2)
432,Detroit Pistons,1968-69,32,50,.390,6,-2.79,116.8,-0.1,97.3,1.8,100.0,4.5,None,"D. Butcher (10-12), P. Seymour (22-38)",H. Hairston (7.0)
433,Detroit Pistons,1967-68,40,42,.488,4,-1.70,122.0,2.2,96.7,-0.1,98.4,1.6,Lost E. Div. Semis,D. Butcher (40-42),D. Bing (6.2)
434,Detroit Pistons,1966-67,30,51,.370,5,-4.98,121.5,-0.1,90.9,-5.2,95.4,-0.7,None,"D. DeBusschere (28-45), D. Butcher (2-6)",D. DeBusschere (5.9)
435,Detroit Pistons,1965-66,22,58,.275,5,-6.07,123.4,2.0,89.4,-5.5,94.9,0.0,None,D. DeBusschere (22-58),E. Miles (6.0)
436,Detroit Pistons,1964-65,31,49,.388,4,-3.03,119.2,1.9,90.5,-3.1,93.3,-0.3,None,"C. Wolf (2-9), D. DeBusschere (29-40)",T. Dischinger (10.3)
437,Detroit Pistons,1963-64,23,57,.288,5,-6.77,115.9,2.7,92.5,-2.1,99.1,4.5,None,C. Wolf (23-57),B. Howell (9.8)
438,Detroit Pistons,1962-63,34,46,.425,3,-3.38,120.3,5.3,94.2,-1.7,97.3,1.4,Lost W. Div. Semis,D. McGuire (34-46),B. Howell (14.0)
439,Detroit Pistons,1961-62,37,43,.463,3,-1.72,124.1,2.8,92.8,-0.8,94.2,0.6,Lost W. Div. Finals,D. McGuire (37-43),B. Howell (10.7)
440,Detroit Pistons,1960-61,34,45,.430,3,-2.11,126.0,2.5,93.8,1.7,95.6,3.5,Lost W. Div. Semis,D. McGuire (34-45),B. Howell (11.7)
441,Detroit Pistons,1959-60,30,45,.400,2,-3.45,123.1,0.8,89.8,-1.3,92.6,1.5,Lost W. Div. Semis,"R. Rocha (13-21), D. McGuire (17-24)",G. Shue (8.5)
442,Detroit Pistons,1958-59,28,44,.389,3,-1.36,117.8,5.8,88.4,-1.8,89.4,-0.8,Lost W. Div. Semis,R. Rocha (28-44),D. McGuire (6.9)
443,Detroit Pistons,1957-58,33,39,.458,2,-2.32,118.8,1.8,88.2,-0.6,90.1,1.3,Lost W. Div. Finals,"C. Eckman (9-16), R. Rocha (24-23)",G. Yardley (12.3)
444,Detroit Pistons,1956-57,34,38,.472,3,-2.18,107.7,2.8,88.8,-0.1,91.0,2.1,Lost W. Div. Semis,C. Eckman (34-38),G. Yardley (10.0)
445,Detroit Pistons,1955-56,37,35,.514,1,0.45,103.2,0.4,90.7,0.4,90.0,-0.3,Lost Finals,C. Eckman (37-35),L. Foust (11.1)
446,Detroit Pistons,1954-55,43,29,.597,1,2.01,100.7,2.6,91.2,1.4,88.9,-0.9,Lost Finals,C. Eckman (43-29),L. Foust (13.3)
447,Detroit Pistons,1953-54,40,32,.556,3,1.45,86.9,3.3,89.0,1.5,87.2,-0.3,Eliminated in W. Div. Rnd. Robin,P. Birch (40-32),L. Foust (10.4)
448,Detroit Pistons,1952-53,36,33,.522,3,0.17,91.1,10.6,87.6,-0.4,87.7,0.0,Lost W. Div. Finals,P. Birch (36-33),L. Foust (6.3)
449,Detroit Pistons,1951-52,29,37,.439,4,-1.83,90.1,4.3,85.6,-1.3,87.9,1.0,Lost W. Div. Semis,P. Birch (29-37),L. Foust (7.1)
450,Detroit Pistons,1950-51,32,36,.471,3,-1.81,102.4,16.9,82.0,-3.1,83.8,-1.3,Lost W. Div. Semis,M. Mendenhall (32-36),F. Schaus (8.5)
451,Detroit Pistons,1949-50,40,28,.588,3,1.84,None,None,None,None,None,None,Lost Central Div. Finals,M. Mendenhall (40-28),F. Schaus (8.4)
452,Detroit Pistons,1948-49,22,38,.367,5,-2.85,None,None,None,None,None,None,None,"C. Bennett (0-6), C. Armstrong (22-32)",R. Niemiera (4.8)
453,Orlando Magic,2018-19,17,23,.425,3,-4.40,97.3,-2.2,105.5,-4.5,109.7,-0.3,None,S. Clifford (17-23),N. Vucevic (4.8)
454,Orlando Magic,2017-18,25,57,.305,4,-4.92,98.1,0.8,105.2,-3.4,110.1,1.5,None,F. Vogel (25-57),D. Augustin (4.1)
455,Orlando Magic,2016-17,29,53,.354,5,-6.61,96.8,0.4,103.7,-5.1,110.5,1.7,None,F. Vogel (29-53),E. Payton (4.4)
456,Orlando Magic,2015-16,35,47,.427,5,-1.68,96.0,0.2,105.1,-1.3,106.8,0.4,None,S. Skiles (35-47),E. Fournier (5.7)
457,Orlando Magic,2014-15,25,57,.305,5,-5.87,93.8,-0.1,101.6,-4.0,107.7,2.1,None,"J. Vaughn (15-37), J. Borrego (10-20)",N. Vucevic (7.0)
458,Orlando Magic,2013-14,23,59,.280,5,-5.88,93.6,-0.3,101.7,-5.0,107.4,0.7,None,J. Vaughn (23-59),A. Afflalo (5.3)
459,Orlando Magic,2012-13,20,62,.244,5,-7.12,92.2,0.2,101.6,-4.3,109.1,3.2,None,J. Vaughn (20-62),N. Vucevic (5.7)
460,Orlando Magic,2011-12,37,29,.561,3,0.46,89.0,-2.3,105.0,0.4,104.1,-0.5,Lost E. Conf. 1st Rnd.,S. Van Gundy (37-29),R. Anderson (8.9)
461,Orlando Magic,2010-11,52,30,.634,2,4.92,91.2,-0.9,107.9,0.6,102.0,-5.3,Lost E. Conf. 1st Rnd.,S. Van Gundy (52-30),D. Howard (14.4)
462,Orlando Magic,2009-10,59,23,.720,1,7.12,92.0,-0.7,111.4,3.8,103.3,-4.3,Lost E. Conf. Finals,S. Van Gundy (59-23),D. Howard (13.2)
463,Orlando Magic,2008-09,59,23,.720,1,6.48,92.3,0.6,109.2,0.9,101.9,-6.4,Lost Finals,S. Van Gundy (59-23),D. Howard (13.8)
464,Orlando Magic,2007-08,52,30,.634,1,4.79,93.4,1.0,111.3,3.8,105.5,-2.0,Lost E. Conf. Semis,S. Van Gundy (52-30),D. Howard (12.9)
465,Orlando Magic,2006-07,40,42,.488,3,0.35,89.9,-2.0,104.9,-1.6,104.1,-2.4,Lost E. Conf. 1st Rnd.,B. Hill (40-42),D. Howard (9.7)
466,Orlando Magic,2005-06,36,46,.439,3,-1.26,88.3,-2.2,106.3,0.1,107.5,1.3,None,B. Hill (36-46),D. Howard (8.6)
467,Orlando Magic,2004-05,36,46,.439,3,-2.52,94.7,3.8,104.9,-1.2,107.3,1.2,None,"J. Davis (31-33), C. Jent (5-13)",D. Howard (7.3)
468,Orlando Magic,2003-04,21,61,.256,7,-7.25,90.8,0.7,102.7,-0.2,110.4,7.5,None,"D. Rivers (1-10), J. Davis (20-51)",T. McGrady (8.4)
469,Orlando Magic,2002-03,42,40,.512,4,-0.39,93.1,2.1,105.2,1.6,105.0,1.4,Lost E. Conf. 1st Rnd.,D. Rivers (42-40),T. McGrady (16.1)
470,Orlando Magic,2001-02,44,38,.537,3,1.25,93.2,2.5,107.0,2.5,105.3,0.8,Lost E. Conf. 1st Rnd.,D. Rivers (44-38),T. McGrady (11.5)
471,Orlando Magic,2000-01,43,39,.524,4,0.39,93.2,1.9,103.2,0.2,102.1,-0.9,Lost E. Conf. 1st Rnd.,D. Rivers (43-39),T. McGrady (12.2)
472,Orlando Magic,1999-00,41,41,.500,4,0.43,97.3,4.2,102.4,-1.7,101.7,-2.4,None,D. Rivers (41-41),D. Armstrong (8.0)
473,Orlando Magic,1998-99,33,17,.660,2,3.11,88.8,-0.1,100.3,-1.9,97.4,-4.8,Lost E. Conf. 1st Rnd.,C. Daly (33-17),D. Armstrong (6.4)
474,Orlando Magic,1997-98,41,41,.500,5,-0.53,87.1,-3.2,102.6,-2.4,103.8,-1.2,None,C. Daly (41-41),B. Outlaw (7.6)
475,Orlando Magic,1996-97,45,37,.549,3,-0.07,88.3,-1.8,105.6,-1.1,106.0,-0.7,Lost E. Conf. 1st Rnd.,"B. Hill (24-25), R. Adubato (21-12)",A. Hardaway (8.1)
476,Orlando Magic,1995-96,60,22,.732,1,5.40,91.8,0.0,112.9,5.3,106.9,-0.7,Lost E. Conf. Finals,B. Hill (60-22),A. Hardaway (14.4)
477,Orlando Magic,1994-95,57,25,.695,1,6.44,95.1,2.2,115.1,6.8,107.8,-0.5,Lost Finals,B. Hill (57-25),S. O'Neal (14.0)
478,Orlando Magic,1993-94,50,32,.610,2,3.68,95.2,0.1,110.8,4.5,106.7,0.4,Lost E. Conf. 1st Rnd.,B. Hill (50-32),S. O'Neal (16.9)
479,Orlando Magic,1992-93,41,41,.500,4,1.35,96.3,-0.5,108.5,0.5,107.1,-0.9,None,M. Guokas (41-41),S. O'Neal (10.4)
480,Orlando Magic,1991-92,21,61,.256,7,-6.52,98.0,1.4,103.5,-4.7,110.5,2.3,None,M. Guokas (21-61),T. Catledge (4.6)
481,Orlando Magic,1990-91,31,51,.378,4,-3.79,99.5,1.7,105.9,-2.0,109.9,2.0,None,M. Guokas (31-51),S. Skiles (7.0)
482,Orlando Magic,1989-90,18,64,.220,7,-8.73,104.1,5.8,105.8,-2.3,114.3,6.2,None,M. Guokas (18-64),O. Smith (3.3)
483,Washington Wizards,2018-19,16,25,.390,4,-4.99,101.0,1.5,109.9,-0.1,113.9,3.9,None,S. Brooks (16-25),B. Beal (2.6)
484,Washington Wizards,2017-18,43,39,.524,2,0.53,96.6,-0.7,109.3,0.7,108.7,0.1,Lost E. Conf. 1st Rnd.,S. Brooks (43-39),O. Porter (8.1)
485,Washington Wizards,2016-17,49,33,.598,1,1.36,97.4,1.0,111.2,2.4,109.3,0.5,Lost E. Conf. Semis,S. Brooks (49-33),O. Porter (9.4)
486,Washington Wizards,2015-16,41,41,.500,4,-0.50,98.5,2.7,105.3,-1.1,105.8,-0.6,None,R. Wittman (41-41),M. Gortat (7.3)
487,Washington Wizards,2014-15,46,36,.561,2,0.17,93.7,-0.2,103.7,-1.9,103.0,-2.6,Lost E. Conf. Semis,R. Wittman (46-36),M. Gortat (8.6)
488,Washington Wizards,2013-14,44,38,.537,2,0.48,93.2,-0.7,106.0,-0.7,104.6,-2.1,Lost E. Conf. Semis,R. Wittman (44-38),M. Gortat (8.1)
489,Washington Wizards,2012-13,29,53,.354,3,-2.78,92.2,0.2,100.2,-5.7,103.0,-2.9,None,R. Wittman (29-53),M. Webster (6.3)
490,Washington Wizards,2011-12,20,46,.303,4,-5.14,92.5,1.2,101.0,-3.6,106.2,1.6,None,"F. Saunders (2-15), R. Wittman (18-31)",J. Wall (3.5)
491,Washington Wizards,2010-11,23,59,.280,5,-7.30,93.8,1.7,102.4,-4.9,110.2,2.9,None,F. Saunders (23-59),J. McGee (5.3)
492,Washington Wizards,2009-10,26,56,.317,5,-4.72,91.6,-1.1,104.2,-3.4,109.4,1.8,None,F. Saunders (26-56),B. Haywood (4.5)
493,Washington Wizards,2008-09,19,63,.232,5,-6.98,91.0,-0.7,105.4,-2.9,113.6,5.3,None,"E. Jordan (1-10), E. Tapscott (18-53)",A. Jamison (8.1)
494,Washington Wizards,2007-08,43,39,.524,2,-0.61,89.5,-2.9,109.2,1.7,109.6,2.1,Lost E. Conf. 1st Rnd.,E. Jordan (43-39),A. Jamison (9.2)
495,Washington Wizards,2006-07,41,41,.500,2,-0.80,94.1,2.2,110.1,3.6,110.6,4.1,Lost E. Conf. 1st Rnd.,E. Jordan (41-41),G. Arenas (10.8)
496,Washington Wizards,2005-06,42,40,.512,2,1.57,92.3,1.8,109.3,3.1,107.3,1.1,Lost E. Conf. 1st Rnd.,E. Jordan (42-40),G. Arenas (13.6)
497,Washington Wizards,2004-05,45,37,.549,2,-0.71,93.3,2.4,107.2,1.1,107.5,1.4,Lost E. Conf. Semis,E. Jordan (45-37),G. Arenas (11.5)
498,Washington Wizards,2003-04,25,57,.305,6,-6.12,92.2,2.1,98.8,-4.1,104.8,1.9,None,E. Jordan (25-57),K. Brown (4.9)
499,Washington Wizards,2002-03,37,45,.451,5,-1.47,88.2,-2.8,103.0,-0.6,104.1,0.5,None,D. Collins (37-45),C. Laettner (6.6)
500,Washington Wizards,2001-02,37,45,.451,5,-1.58,88.3,-2.4,104.8,0.3,106.4,1.9,None,D. Collins (37-45),C. Whitney (6.5)
501,Washington Wizards,2000-01,19,63,.232,7,-6.75,92.7,1.4,100.6,-2.4,107.8,4.8,None,L. Hamilton (19-63),M. Smith (3.6)
502,Washington Wizards,1999-00,29,53,.354,7,-3.47,92.7,-0.4,103.5,-0.6,107.0,2.9,None,"G. Heard (14-30), D. Walker (15-23)",M. Richmond (5.2)
503,Washington Wizards,1998-99,18,32,.360,6,-1.75,89.8,0.9,101.2,-1.0,103.7,1.5,None,"B. Bickerstaff (13-19), J. Brovelli (5-13)",R. Strickland (4.1)
504,Washington Wizards,1997-98,42,40,.512,4,1.11,91.8,1.5,105.2,0.2,104.5,-0.5,None,B. Bickerstaff (42-40),C. Webber (8.3)
505,Washington Wizards,1996-97,44,38,.537,4,1.77,92.4,2.3,106.6,-0.1,104.9,-1.8,Lost E. Conf. 1st Rnd.,"J. Lynam (22-24), B. Staak (0-1), B. Bickerstaff (22-13)",C. Webber (9.3)
506,Washington Wizards,1995-96,39,43,.476,4,0.99,93.7,1.9,108.7,1.1,107.6,0.0,None,J. Lynam (39-43),G. Muresan (8.0)
507,Washington Wizards,1994-95,21,61,.256,7,-5.56,94.5,1.6,105.4,-2.9,111.3,3.0,None,J. Lynam (21-61),S. Skiles (4.5)
508,Washington Wizards,1993-94,24,58,.293,7,-7.13,95.9,0.8,104.5,-1.8,112.2,5.9,None,W. Unseld (24-58),D. MacLean (5.6)
509,Washington Wizards,1992-93,22,60,.268,7,-6.49,97.7,0.9,103.6,-4.4,110.8,2.8,None,W. Unseld (22-60),H. Grant (5.0)
510,Washington Wizards,1991-92,25,57,.305,6,-4.35,97.7,1.1,103.9,-4.3,108.4,0.2,None,W. Unseld (25-57),P. Ellison (6.9)
511,Washington Wizards,1990-91,30,52,.366,4,-4.84,97.5,-0.3,103.0,-4.9,108.1,0.2,None,W. Unseld (30-52),H. Grant (6.7)
