,Name,Dates,FG,FGA,FG3,FG3A,FG3Pct,FreeThrows,Free Throw Attempts,Free Throw Percent,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus Minus
0,Jonas Valanciunas,2012-10-31,6,15,0,0,0.0,0,0,0.0,6,4,10,0,0,1,0,4,12,8.4,-7
1,Jonas Valanciunas,2012-11-03,1,4,0,0,0.0,0,0,0.0,1,2,3,2,0,2,1,3,2,1.5,+1
2,Jonas Valanciunas,2012-11-04,2,8,0,0,0.0,0,0,0.0,3,1,4,2,0,1,1,3,4,1.5,+2
3,Jonas Valanciunas,2012-11-06,6,8,0,0,0.0,6,6,1.000,3,3,6,1,0,0,3,1,18,15.1,-9
4,Jonas Valanciunas,2012-11-07,2,4,0,0,0.0,0,0,0.0,2,0,2,0,0,0,2,5,4,-0.6,-13
5,Jonas Valanciunas,2012-11-10,3,6,0,0,0.0,2,2,1.000,3,5,8,1,0,1,0,2,8,9.2,-2
6,Jonas Valanciunas,2012-11-12,3,3,0,0,0.0,4,4,1.000,1,0,1,1,1,0,1,4,10,8.9,-1
7,Jonas Valanciunas,2012-11-13,4,8,0,0,0.0,1,2,.500,1,7,8,2,2,0,1,2,9,9.0,+4
8,Jonas Valanciunas,2012-11-17,1,4,0,0,0.0,1,1,1.000,0,2,2,0,0,0,2,6,3,-3.2,-7
9,Jonas Valanciunas,2012-11-18,2,5,0,0,0.0,2,6,.333,4,3,7,0,1,1,2,3,6,3.9,-1
10,Jonas Valanciunas,2012-11-20,3,6,0,0,0.0,5,6,.833,3,8,11,3,0,3,1,0,11,15.3,+7
11,Jonas Valanciunas,2012-11-21,8,11,0,0,0.0,0,0,0.0,2,8,10,2,0,1,1,6,16,14.0,+8
12,Jonas Valanciunas,2012-11-23,3,6,0,0,0.0,3,4,.750,2,4,6,1,0,2,2,4,9,6.7,-7
13,Jonas Valanciunas,2012-11-25,9,13,0,0,0.0,4,5,.800,0,7,7,3,0,3,3,4,22,17.8,-3
14,Jonas Valanciunas,2012-11-27,5,10,0,0,0.0,2,3,.667,2,3,5,1,0,1,2,0,12,8.3,-17
15,Jonas Valanciunas,2012-11-28,1,4,0,0,0.0,0,0,0.0,0,2,2,2,0,3,1,3,2,1.5,-12
16,Jonas Valanciunas,2012-11-30,4,8,0,0,0.0,0,0,0.0,3,3,6,1,0,1,1,1,8,7.0,-7
17,Jonas Valanciunas,2012-12-03,3,5,0,0,0.0,1,2,.500,2,2,4,1,2,3,0,4,7,9.5,-18
18,Jonas Valanciunas,2012-12-05,1,4,0,0,0.0,1,2,.500,2,1,3,0,0,1,1,3,3,0.4,-10
19,Jonas Valanciunas,2012-12-07,1,2,0,0,0.0,4,4,1.000,2,2,4,0,0,0,2,5,6,3.0,-24
20,Jonas Valanciunas,2012-12-09,0,2,0,0,0.0,1,2,.500,2,1,3,1,0,0,1,5,1,-1.4,+1
21,Jonas Valanciunas,2012-12-10,4,6,0,0,0.0,0,0,0.0,3,7,10,2,0,3,3,3,8,8.9,-14
22,Jonas Valanciunas,2012-12-12,6,6,0,0,0.0,3,5,.600,2,2,4,0,0,2,3,3,15,11.6,-8
23,Jonas Valanciunas,2012-12-14,0,3,0,0,0.0,1,4,.250,2,4,6,1,2,0,0,2,1,2.2,+2
24,Jonas Valanciunas,2012-12-16,1,2,0,0,0.0,0,0,0.0,0,2,2,1,0,2,1,0,2,2.7,+12
25,Jonas Valanciunas,2012-12-18,3,6,0,0,0.0,2,4,.500,0,7,7,1,1,0,0,1,8,7.6,-2
26,Jonas Valanciunas,2012-12-19,5,6,0,0,0.0,2,2,1.000,2,3,5,1,0,1,2,4,12,9.9,-3
27,Jonas Valanciunas,2012-12-21,0,0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.7,-2
28,Jonas Valanciunas,2012-12-26,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
29,Jonas Valanciunas,2012-12-28,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
30,Jonas Valanciunas,2012-12-29,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31,Jonas Valanciunas,2013-01-02,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
32,Jonas Valanciunas,2013-01-04,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
33,Jonas Valanciunas,2013-01-06,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
34,Jonas Valanciunas,2013-01-09,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
35,Jonas Valanciunas,2013-01-11,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
36,Jonas Valanciunas,2013-01-13,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
37,Jonas Valanciunas,2013-01-15,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
38,Jonas Valanciunas,2013-01-16,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
39,Jonas Valanciunas,2013-01-18,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
40,Jonas Valanciunas,2013-01-20,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
41,Jonas Valanciunas,2013-01-23,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
42,Jonas Valanciunas,2013-01-24,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
43,Jonas Valanciunas,2013-01-26,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
44,Jonas Valanciunas,2013-01-28,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
45,Jonas Valanciunas,2013-01-30,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
46,Jonas Valanciunas,2013-02-01,0,1,0,0,0.0,0,0,0.0,1,2,3,0,0,0,2,5,0,-3.4,+14
47,Jonas Valanciunas,2013-02-03,1,1,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,2,1.2,-3
48,Jonas Valanciunas,2013-02-06,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,-3
49,Jonas Valanciunas,2013-02-08,6,10,0,0,0.0,2,2,1.000,5,8,13,0,1,2,1,4,14,15.1,+2
50,Jonas Valanciunas,2013-02-10,5,8,0,0,0.0,1,2,.500,4,6,10,0,0,2,2,5,11,9.0,+19
51,Jonas Valanciunas,2013-02-12,1,3,0,0,0.0,6,6,1.000,3,5,8,2,0,2,4,3,8,7.5,+11
52,Jonas Valanciunas,2013-02-13,0,1,0,0,0.0,0,0,0.0,3,2,5,0,1,1,1,4,0,1.1,+2
53,Jonas Valanciunas,2013-02-19,2,2,0,0,0.0,3,4,.750,0,8,8,1,0,1,1,3,7,7.6,-4
54,Jonas Valanciunas,2013-02-20,1,3,0,0,0.0,4,4,1.000,2,4,6,0,0,0,1,3,6,4.7,-9
55,Jonas Valanciunas,2013-02-22,1,4,0,0,0.0,1,2,.500,3,7,10,0,0,2,1,2,3,4.0,+11
56,Jonas Valanciunas,2013-02-25,2,4,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,2,4,2.1,-6
57,Jonas Valanciunas,2013-02-27,2,4,0,0,0.0,1,2,.500,3,5,8,1,1,3,3,3,5,5.8,+14
58,Jonas Valanciunas,2013-03-01,1,3,0,0,0.0,2,2,1.000,3,6,9,0,0,1,1,3,4,4.7,-5
59,Jonas Valanciunas,2013-03-02,2,5,0,0,0.0,0,0,0.0,3,2,5,0,0,0,2,1,4,1.6,-4
60,Jonas Valanciunas,2013-03-04,1,7,0,0,0.0,1,2,.500,2,3,5,0,0,0,0,4,3,-1.2,+9
61,Jonas Valanciunas,2013-03-06,3,5,0,0,0.0,4,5,.800,0,3,3,0,1,2,2,3,10,7.4,+3
62,Jonas Valanciunas,2013-03-08,6,8,0,0,0.0,0,0,0.0,2,4,6,0,0,1,1,4,12,9.5,+4
63,Jonas Valanciunas,2013-03-10,3,7,0,0,0.0,5,5,1.000,0,7,7,1,0,2,0,3,11,10.3,+6
64,Jonas Valanciunas,2013-03-13,4,7,0,0,0.0,1,2,.500,3,4,7,0,0,0,1,3,9,6.4,-22
65,Jonas Valanciunas,2013-03-15,5,6,0,0,0.0,0,1,.000,0,6,6,1,0,1,0,4,10,9.0,+2
66,Jonas Valanciunas,2013-03-17,7,8,0,0,0.0,4,4,1.000,5,2,7,0,0,0,4,2,18,14.5,-8
67,Jonas Valanciunas,2013-03-20,6,11,0,0,0.0,6,6,1.000,1,7,8,2,2,2,1,5,18,17.3,+6
68,Jonas Valanciunas,2013-03-22,5,6,0,0,0.0,0,1,.000,1,6,7,1,0,0,3,1,10,7.2,-4
69,Jonas Valanciunas,2013-03-23,4,4,0,0,0.0,3,3,1.000,3,5,8,0,0,0,3,2,11,9.6,-28
70,Jonas Valanciunas,2013-03-27,8,11,0,0,0.0,3,4,.750,3,5,8,0,0,1,2,2,19,15.6,-18
71,Jonas Valanciunas,2013-03-29,7,11,0,0,0.0,0,0,0.0,4,9,13,2,0,4,4,5,14,12.8,0
72,Jonas Valanciunas,2013-03-31,5,9,0,0,0.0,8,10,.800,3,7,10,1,0,2,1,3,18,17.0,-17
73,Jonas Valanciunas,2013-04-01,8,14,0,0,0.0,1,2,.500,3,3,6,0,0,5,2,2,17,13.7,-8
74,Jonas Valanciunas,2013-04-03,4,7,0,0,0.0,16,18,.889,0,10,10,1,1,2,3,4,24,21.4,+17
75,Jonas Valanciunas,2013-04-05,2,4,0,0,0.0,8,10,.800,2,2,4,0,0,3,1,4,12,10.7,-1
76,Jonas Valanciunas,2013-04-06,3,9,0,0,0.0,6,6,1.000,1,2,3,0,0,0,0,5,12,6.2,-1
77,Jonas Valanciunas,2013-04-09,2,3,0,0,0.0,4,4,1.000,0,3,3,2,1,1,2,5,8,6.7,-1
78,Jonas Valanciunas,2013-04-12,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
79,Jonas Valanciunas,2013-04-14,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
80,Jonas Valanciunas,2013-04-16,4,5,0,0,0.0,5,6,.833,1,7,8,0,0,3,4,4,13,10.0,+7
81,Jonas Valanciunas,2013-04-17,6,10,0,0,0.0,6,8,.750,3,4,7,0,0,3,4,2,18,13.2,+20
82,Jonas Valanciunas,2013-10-30,4,9,0,0,0.0,0,0,0.0,5,6,11,0,1,2,3,4,8,6.4,+7
83,Jonas Valanciunas,2013-11-01,2,5,0,0,0.0,0,0,0.0,1,3,4,0,1,2,1,3,4,3.1,-10
84,Jonas Valanciunas,2013-11-02,3,8,0,0,0.0,1,2,.500,3,3,6,0,0,0,2,3,7,2.0,-1
85,Jonas Valanciunas,2013-11-05,7,13,0,0,0.0,4,6,.667,4,5,9,0,0,1,0,3,18,14.7,-9
86,Jonas Valanciunas,2013-11-06,5,8,0,0,0.0,2,2,1.000,3,7,10,1,0,0,1,2,12,11.5,-13
87,Jonas Valanciunas,2013-11-08,2,6,0,0,0.0,0,0,0.0,3,2,5,0,2,2,2,5,4,2.7,+3
88,Jonas Valanciunas,2013-11-09,6,8,0,0,0.0,2,2,1.000,1,2,3,0,0,1,2,3,14,9.6,+21
89,Jonas Valanciunas,2013-11-11,4,9,0,0,0.0,2,3,.667,7,6,13,3,0,1,4,6,10,8.0,+12
90,Jonas Valanciunas,2013-11-13,1,6,0,0,0.0,2,2,1.000,0,7,7,0,0,1,0,4,4,1.4,-3
91,Jonas Valanciunas,2013-11-15,2,5,0,0,0.0,0,0,0.0,2,6,8,2,0,0,2,4,4,2.3,-11
92,Jonas Valanciunas,2013-11-17,8,11,0,0,0.0,3,3,1.000,3,6,9,0,0,1,3,3,19,14.9,-4
93,Jonas Valanciunas,2013-11-20,1,4,0,0,0.0,2,2,1.000,1,3,4,2,1,1,1,2,4,4.5,+2
94,Jonas Valanciunas,2013-11-22,5,14,0,0,0.0,1,2,.500,3,10,13,0,0,1,1,1,11,7.2,-7
95,Jonas Valanciunas,2013-11-26,3,6,0,0,0.0,1,1,1.000,2,5,7,0,0,0,2,1,7,4.5,-5
96,Jonas Valanciunas,2013-11-29,1,2,0,0,0.0,2,2,1.000,1,2,3,1,1,1,2,1,4,4.3,-16
97,Jonas Valanciunas,2013-12-01,8,16,0,0,0.0,2,4,.500,8,3,11,0,0,3,1,4,18,15.2,+5
98,Jonas Valanciunas,2013-12-03,4,7,0,0,0.0,0,0,0.0,0,6,6,0,0,1,3,3,8,3.0,-4
99,Jonas Valanciunas,2013-12-06,4,10,0,0,0.0,3,4,.750,4,6,10,3,0,0,0,2,11,11.1,-15
100,Jonas Valanciunas,2013-12-08,2,6,0,0,0.0,1,2,.500,1,5,6,1,0,0,0,3,5,2.9,+9
101,Jonas Valanciunas,2013-12-10,6,8,0,0,0.0,2,2,1.000,2,2,4,2,0,0,4,3,14,9.0,-10
102,Jonas Valanciunas,2013-12-13,3,10,0,0,0.0,6,6,1.000,4,9,13,1,1,1,4,3,12,8.9,-7
103,Jonas Valanciunas,2013-12-14,6,11,0,0,0.0,3,4,.750,2,9,11,1,1,4,1,4,15,15.3,+14
104,Jonas Valanciunas,2013-12-18,5,9,0,0,0.0,0,0,0.0,2,4,6,0,0,0,2,4,10,4.7,-2
105,Jonas Valanciunas,2013-12-20,8,13,0,0,0.0,2,2,1.000,4,9,13,0,1,1,1,1,18,17.9,-1
106,Jonas Valanciunas,2013-12-22,6,10,0,0,0.0,1,2,.500,2,4,6,0,0,2,1,2,13,10.2,+3
107,Jonas Valanciunas,2013-12-23,5,9,0,0,0.0,0,1,.000,3,6,9,2,0,3,1,2,10,10.9,-12
108,Jonas Valanciunas,2013-12-27,7,11,0,0,0.0,2,4,.500,7,11,18,0,0,1,4,4,16,13.6,+10
109,Jonas Valanciunas,2013-12-28,1,4,0,0,0.0,7,8,.875,4,6,10,1,0,0,3,5,9,6.5,+18
110,Jonas Valanciunas,2013-12-31,5,10,0,0,0.0,5,6,.833,2,8,10,1,2,2,2,5,15,13.5,+8
111,Jonas Valanciunas,2014-01-01,5,10,0,0,0.0,3,4,.750,4,5,9,2,1,1,1,4,13,12.4,+12
112,Jonas Valanciunas,2014-01-03,3,5,0,0,0.0,1,2,.500,4,3,7,0,0,0,2,5,7,4.0,+9
113,Jonas Valanciunas,2014-01-05,7,8,0,0,0.0,3,4,.750,1,4,5,0,0,1,2,2,17,13.6,+2
114,Jonas Valanciunas,2014-01-07,1,6,0,1,.000,2,2,1.000,2,6,8,0,1,1,4,5,4,-0.9,-13
115,Jonas Valanciunas,2014-01-08,7,9,0,0,0.0,2,2,1.000,2,9,11,2,0,2,2,5,16,15.4,+7
116,Jonas Valanciunas,2014-01-11,2,9,0,0,0.0,4,6,.667,3,6,9,0,0,1,0,1,8,5.9,-22
117,Jonas Valanciunas,2014-01-13,5,10,0,0,0.0,7,10,.700,4,6,10,0,0,1,4,3,17,10.9,+23
118,Jonas Valanciunas,2014-01-15,1,7,0,0,0.0,3,4,.750,4,4,8,1,0,0,1,3,5,2.6,+7
119,Jonas Valanciunas,2014-01-17,2,6,0,0,0.0,0,0,0.0,4,7,11,3,1,0,2,3,4,5.4,+18
120,Jonas Valanciunas,2014-01-19,2,3,0,0,0.0,0,0,0.0,2,5,7,2,0,0,2,3,4,3.8,-3
121,Jonas Valanciunas,2014-01-20,1,5,0,0,0.0,0,0,0.0,2,4,6,0,0,1,0,2,2,1.4,-18
122,Jonas Valanciunas,2014-01-22,3,6,0,0,0.0,6,8,.750,2,8,10,0,0,0,4,3,12,6.8,+2
123,Jonas Valanciunas,2014-01-24,3,5,0,0,0.0,0,0,0.0,2,4,6,0,0,1,3,2,6,3.2,+2
124,Jonas Valanciunas,2014-01-25,5,9,0,0,0.0,7,8,.875,4,8,12,1,0,0,2,3,17,15.0,-4
125,Jonas Valanciunas,2014-01-27,9,14,0,0,0.0,2,2,1.000,4,9,13,1,0,0,0,3,20,18.8,-2
126,Jonas Valanciunas,2014-01-29,6,11,0,0,0.0,2,2,1.000,5,10,15,0,0,1,1,3,14,13.7,+14
127,Jonas Valanciunas,2014-01-31,4,10,0,0,0.0,5,6,.833,1,7,8,0,0,0,1,2,13,8.2,+4
128,Jonas Valanciunas,2014-02-01,8,11,0,0,0.0,2,5,.400,2,3,5,0,0,0,1,5,18,11.6,-16
129,Jonas Valanciunas,2014-02-03,8,14,0,0,0.0,2,2,1.000,4,5,9,1,0,1,1,3,18,14.9,+19
130,Jonas Valanciunas,2014-02-05,5,8,0,0,0.0,2,4,.500,3,8,11,0,0,3,2,5,12,10.2,-4
131,Jonas Valanciunas,2014-02-07,4,7,0,0,0.0,3,9,.333,3,10,13,2,0,0,3,4,11,7.2,-14
132,Jonas Valanciunas,2014-02-10,3,7,0,0,0.0,3,4,.750,1,7,8,0,0,1,1,5,9,5.4,+17
133,Jonas Valanciunas,2014-02-12,1,9,0,0,0.0,0,0,0.0,5,9,14,0,0,1,1,3,2,0.8,+5
134,Jonas Valanciunas,2014-02-18,5,7,0,0,0.0,0,0,0.0,1,3,4,0,0,0,1,1,10,7.3,-7
135,Jonas Valanciunas,2014-02-19,1,3,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,1,2,1.2,-13
136,Jonas Valanciunas,2014-02-21,8,12,0,0,0.0,2,3,.667,4,4,8,1,0,2,1,4,18,15.9,+12
137,Jonas Valanciunas,2014-02-23,1,2,0,0,0.0,5,7,.714,3,6,9,1,0,0,6,5,7,1.8,+11
138,Jonas Valanciunas,2014-02-25,1,2,0,0,0.0,0,0,0.0,2,4,6,0,0,1,1,1,2,2.9,-10
139,Jonas Valanciunas,2014-02-27,3,9,0,0,0.0,1,1,1.000,1,9,10,1,0,0,2,3,7,2.8,-14
140,Jonas Valanciunas,2014-03-02,5,6,0,0,0.0,0,0,0.0,1,4,5,1,1,1,3,3,10,7.9,-2
141,Jonas Valanciunas,2014-03-07,7,9,0,0,0.0,0,2,.000,1,4,5,0,0,0,0,5,14,9.6,+5
142,Jonas Valanciunas,2014-03-09,2,4,0,0,0.0,0,0,0.0,4,5,9,1,0,2,2,3,4,5.2,+3
143,Jonas Valanciunas,2014-03-10,2,3,0,0,0.0,2,3,.667,3,3,6,0,0,2,1,3,6,6.5,-12
144,Jonas Valanciunas,2014-03-12,3,8,0,0,0.0,2,2,1.000,4,9,13,1,0,2,2,5,8,7.2,+19
145,Jonas Valanciunas,2014-03-14,11,15,0,0,0.0,1,2,.500,2,7,9,0,1,0,2,1,23,18.6,+16
146,Jonas Valanciunas,2014-03-16,7,11,0,0,0.0,1,1,1.000,0,5,5,1,2,1,1,4,15,12.4,-2
147,Jonas Valanciunas,2014-03-18,5,7,0,0,0.0,6,7,.857,2,3,5,1,0,0,0,3,16,14.5,+11
148,Jonas Valanciunas,2014-03-19,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
149,Jonas Valanciunas,2014-03-21,3,11,0,0,0.0,2,2,1.000,3,10,13,1,0,0,2,4,8,3.7,-5
150,Jonas Valanciunas,2014-03-23,2,4,0,0,0.0,9,10,.900,4,9,13,0,0,1,2,4,13,13.2,+14
151,Jonas Valanciunas,2014-03-25,2,6,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,2,4,1.5,-27
152,Jonas Valanciunas,2014-03-26,7,12,0,0,0.0,1,1,1.000,3,11,14,2,0,0,3,2,15,12.4,+14
153,Jonas Valanciunas,2014-03-28,3,6,0,0,0.0,7,8,.875,3,5,8,2,1,2,0,2,13,16.2,+9
154,Jonas Valanciunas,2014-03-30,6,8,0,0,0.0,8,8,1.000,3,6,9,0,1,1,1,2,20,20.6,+1
155,Jonas Valanciunas,2014-03-31,7,9,0,0,0.0,0,0,0.0,2,8,10,0,1,0,2,4,14,11.7,-6
156,Jonas Valanciunas,2014-04-02,4,7,0,0,0.0,7,9,.778,1,5,6,1,1,1,1,3,15,13.3,+12
157,Jonas Valanciunas,2014-04-04,10,14,0,0,0.0,2,3,.667,3,6,9,0,0,1,3,3,22,16.2,+11
158,Jonas Valanciunas,2014-04-05,7,11,0,0,0.0,3,5,.600,5,8,13,3,0,1,2,3,17,16.8,+10
159,Jonas Valanciunas,2014-04-09,10,14,0,0,0.0,6,8,.750,3,9,12,1,0,2,1,2,26,24.5,+14
160,Jonas Valanciunas,2014-04-11,5,14,0,0,0.0,4,7,.571,8,13,21,0,1,1,1,2,14,14.4,+5
161,Jonas Valanciunas,2014-04-13,5,12,0,0,0.0,8,9,.889,2,6,8,1,1,0,0,2,18,15.3,+9
162,Jonas Valanciunas,2014-04-14,4,7,0,0,0.0,6,6,1.000,3,10,13,1,0,0,2,3,14,13.3,+4
163,Jonas Valanciunas,2014-04-16,4,6,0,0,0.0,0,0,0.0,1,5,6,1,0,1,1,2,8,7.2,-7
164,Jonas Valanciunas,2014-10-29,4,5,0,0,0.0,9,10,.900,3,5,8,0,0,1,1,3,17,16.8,+3
165,Jonas Valanciunas,2014-11-01,2,8,0,0,0.0,6,8,.750,3,8,11,1,0,2,2,3,10,7.8,+18
166,Jonas Valanciunas,2014-11-02,6,12,0,0,0.0,2,2,1.000,3,5,8,2,0,2,0,4,14,12.8,-11
167,Jonas Valanciunas,2014-11-04,2,5,0,0,0.0,2,2,1.000,2,0,2,1,0,1,0,2,6,5.3,-6
168,Jonas Valanciunas,2014-11-05,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
169,Jonas Valanciunas,2014-11-07,3,5,0,0,0.0,3,5,.600,1,8,9,0,0,1,0,3,9,8.5,+19
170,Jonas Valanciunas,2014-11-09,4,6,0,0,0.0,4,4,1.000,1,4,5,0,1,2,5,3,12,7.5,+11
171,Jonas Valanciunas,2014-11-11,1,5,0,0,0.0,2,4,.500,4,3,7,1,0,0,3,1,4,1.1,-10
172,Jonas Valanciunas,2014-11-13,4,8,0,0,0.0,0,0,0.0,4,4,8,2,0,1,2,3,8,6.9,-11
173,Jonas Valanciunas,2014-11-15,7,12,0,0,0.0,3,6,.500,3,11,14,0,0,2,0,3,17,15.8,+20
174,Jonas Valanciunas,2014-11-19,4,7,0,0,0.0,2,2,1.000,1,4,5,0,0,2,2,3,10,6.8,-12
175,Jonas Valanciunas,2014-11-21,6,7,0,0,0.0,6,6,1.000,4,8,12,0,1,0,1,4,18,19.1,+20
176,Jonas Valanciunas,2014-11-22,4,5,0,0,0.0,0,0,0.0,1,4,5,0,0,2,1,5,8,6.4,0
177,Jonas Valanciunas,2014-11-24,10,11,0,0,0.0,7,8,.875,4,7,11,0,0,1,2,1,27,26.1,+10
178,Jonas Valanciunas,2014-11-26,4,8,0,0,0.0,3,4,.750,2,5,7,0,0,1,1,2,11,8.4,-1
179,Jonas Valanciunas,2014-11-28,2,5,0,0,0.0,4,4,1.000,1,12,13,0,1,0,0,1,8,10.2,-16
180,Jonas Valanciunas,2014-11-30,4,10,0,0,0.0,1,2,.500,2,11,13,1,0,3,1,1,9,9.3,-7
181,Jonas Valanciunas,2014-12-02,3,6,0,0,0.0,9,10,.900,1,7,8,1,1,0,2,2,15,13.3,+13
182,Jonas Valanciunas,2014-12-03,4,9,0,0,0.0,1,2,.500,0,6,6,1,0,1,0,2,9,6.3,-4
183,Jonas Valanciunas,2014-12-05,3,7,0,0,0.0,1,2,.500,0,2,2,0,0,2,0,3,7,3.7,-11
184,Jonas Valanciunas,2014-12-08,8,11,0,0,0.0,2,3,.667,2,10,12,0,0,4,2,5,18,16.3,-6
185,Jonas Valanciunas,2014-12-09,6,7,0,0,0.0,6,6,1.000,5,10,15,0,0,0,3,2,18,18.2,-5
186,Jonas Valanciunas,2014-12-12,3,12,0,0,0.0,4,4,1.000,6,8,14,0,1,0,1,3,10,8.2,+5
187,Jonas Valanciunas,2014-12-14,3,6,0,0,0.0,2,4,.500,3,10,13,0,1,0,2,3,8,7.1,-3
188,Jonas Valanciunas,2014-12-15,2,6,0,0,0.0,2,2,1.000,2,6,8,0,0,1,1,1,6,5.1,+2
189,Jonas Valanciunas,2014-12-17,6,7,0,0,0.0,4,4,1.000,3,7,10,1,0,1,2,0,16,17.1,+8
190,Jonas Valanciunas,2014-12-19,6,11,0,0,0.0,5,10,.500,2,5,7,0,0,2,1,2,17,12.2,+5
191,Jonas Valanciunas,2014-12-21,2,6,0,0,0.0,6,6,1.000,2,4,6,1,0,0,0,3,10,8.7,+9
192,Jonas Valanciunas,2014-12-22,8,18,0,0,0.0,4,6,.667,4,5,9,0,0,0,0,4,20,12.5,-12
193,Jonas Valanciunas,2014-12-27,8,13,0,0,0.0,6,8,.750,5,6,11,1,0,0,0,1,22,20.9,+11
194,Jonas Valanciunas,2014-12-28,2,5,0,0,0.0,3,4,.750,3,3,6,0,1,0,0,3,7,6.7,-15
195,Jonas Valanciunas,2014-12-30,7,15,0,0,0.0,0,0,0.0,4,4,8,1,2,0,0,1,14,12.6,-4
196,Jonas Valanciunas,2015-01-02,3,5,0,0,0.0,2,2,1.000,0,0,0,1,0,0,2,1,8,4.0,-14
197,Jonas Valanciunas,2015-01-04,9,14,0,0,0.0,3,4,.750,3,7,10,1,0,0,3,1,21,15.9,-12
198,Jonas Valanciunas,2015-01-08,3,9,0,0,0.0,4,4,1.000,1,5,6,0,0,0,1,1,10,5.7,-16
199,Jonas Valanciunas,2015-01-10,7,11,0,0,0.0,1,1,1.000,3,4,7,2,0,3,1,3,15,14.7,+9
200,Jonas Valanciunas,2015-01-12,14,15,0,0,0.0,3,4,.750,4,8,12,0,0,1,2,4,31,28.0,-14
201,Jonas Valanciunas,2015-01-14,4,8,0,0,0.0,4,6,.667,1,6,7,0,1,0,2,5,12,6.7,+4
202,Jonas Valanciunas,2015-01-16,1,4,0,0,0.0,2,2,1.000,4,2,6,0,0,0,1,0,4,4.0,-17
203,Jonas Valanciunas,2015-01-18,2,5,0,0,0.0,2,2,1.000,1,6,7,0,1,2,3,3,6,4.0,-4
