,Name,Dates,FG,FGA,FG3,FG3A,FG3Pct,FreeThrows,Free Throw Attempts,Free Throw Percent,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus Minus
9947,George Hill,2014-12-26,5,12,3,8,.375,0,0,0.0,1,2,3,2,0,0,2,2,13,6.5,+1
9948,George Hill,2014-12-27,5,9,2,4,.500,0,0,0.0,2,4,6,5,0,0,2,1,12,11.4,-2
9949,George Hill,2014-12-29,4,11,1,3,.333,2,2,1.000,0,4,4,1,1,0,0,3,11,6.6,-11
9950,George Hill,2014-12-31,7,14,2,4,.500,4,4,1.000,1,2,3,1,0,1,1,4,20,13.1,-2
9951,George Hill,2015-01-02,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9952,George Hill,2015-01-04,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9953,George Hill,2015-01-05,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9954,George Hill,2015-01-07,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9955,George Hill,2015-01-09,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9956,George Hill,2015-01-10,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9957,George Hill,2015-01-13,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9958,George Hill,2015-01-16,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9959,George Hill,2015-01-17,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9960,George Hill,2015-01-19,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9961,George Hill,2015-01-21,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
9962,George Hill,2015-01-23,5,10,0,2,.000,3,4,.750,0,0,0,2,1,0,0,1,13,9.6,+13
9963,George Hill,2015-01-25,7,15,1,6,.167,2,3,.667,1,5,6,3,1,1,0,1,17,14.5,+6
9964,George Hill,2015-01-27,5,14,2,5,.400,1,2,.500,1,1,2,3,1,0,1,1,13,7.5,+7
9965,George Hill,2015-01-29,2,5,0,1,.000,4,4,1.000,0,2,2,3,0,0,1,0,8,7.0,+13
9966,George Hill,2015-01-31,6,15,2,8,.250,0,0,0.0,0,6,6,4,1,0,2,2,14,8.7,+14
9967,George Hill,2015-02-04,8,12,1,2,.500,3,8,.375,0,3,3,6,0,1,1,2,20,16.8,+13
9968,George Hill,2015-02-06,3,8,2,3,.667,12,15,.800,2,1,3,7,1,1,4,2,20,17.9,-5
9969,George Hill,2015-02-08,4,10,1,4,.250,2,2,1.000,0,1,1,3,2,0,2,5,11,6.0,-6
9970,George Hill,2015-02-09,3,7,1,2,.500,0,0,0.0,0,4,4,5,0,1,0,1,7,8.3,-8
9971,George Hill,2015-02-11,6,11,4,5,.800,1,1,1.000,0,3,3,9,2,0,1,1,17,19.5,+26
9972,George Hill,2015-02-20,2,8,0,1,.000,3,4,.750,0,4,4,4,0,0,2,1,7,3.4,0
9973,George Hill,2015-02-22,4,13,2,3,.667,2,3,.667,1,1,2,2,0,0,1,5,12,3.5,0
9974,George Hill,2015-02-24,5,12,1,5,.200,2,2,1.000,0,2,2,8,3,0,1,2,13,14.0,-6
9975,George Hill,2015-02-27,4,15,0,5,.000,7,8,.875,1,9,10,12,2,1,2,4,15,16.6,+8
9976,George Hill,2015-03-01,8,16,1,5,.200,0,2,.000,1,8,9,4,2,0,2,1,17,13.7,+15
9977,George Hill,2015-03-04,8,13,3,5,.600,2,2,1.000,0,3,3,6,1,0,1,1,21,19.8,+15
9978,George Hill,2015-03-06,3,9,1,2,.500,0,0,0.0,2,1,3,6,1,1,1,5,7,6.5,+4
9979,George Hill,2015-03-07,4,11,1,5,.200,6,6,1.000,2,3,5,3,1,0,1,4,15,11.7,0
9980,George Hill,2015-03-10,5,14,2,8,.250,1,2,.500,0,1,1,6,1,0,1,3,13,8.1,+5
9981,George Hill,2015-03-12,6,16,2,7,.286,3,4,.750,0,4,4,5,2,0,4,5,17,8.5,+4
9982,George Hill,2015-03-14,11,18,2,7,.286,6,6,1.000,1,4,5,8,1,0,3,3,30,26.1,+7
9983,George Hill,2015-03-16,9,15,1,3,.333,4,5,.800,0,2,2,2,1,0,1,5,23,15.7,-15
9984,George Hill,2015-03-18,4,9,0,4,.000,2,4,.500,0,4,4,2,1,0,3,1,10,4.7,-6
9985,George Hill,2015-03-20,9,15,4,8,.500,2,2,1.000,1,0,1,3,0,0,2,2,24,17.1,-10
9986,George Hill,2015-03-21,8,15,0,2,.000,2,3,.667,1,3,4,9,0,0,1,6,18,14.8,+5
9987,George Hill,2015-03-23,9,15,2,6,.333,0,1,.000,1,5,6,3,3,3,1,4,20,19.5,-1
9988,George Hill,2015-03-25,12,24,0,4,.000,5,5,1.000,2,5,7,9,1,1,4,3,29,22.7,+6
9989,George Hill,2015-03-26,7,12,6,10,.600,4,5,.800,1,2,3,5,1,0,5,4,24,17.2,+3
9990,George Hill,2015-03-29,6,12,2,5,.400,0,0,0.0,0,4,4,5,0,1,1,0,14,12.4,+8
9991,George Hill,2015-03-31,10,17,4,8,.500,4,5,.800,0,6,6,3,0,0,0,1,28,23.2,-22
9992,George Hill,2015-04-01,9,11,3,4,.750,0,0,0.0,0,6,6,6,0,0,1,4,21,20.3,-6
9993,George Hill,2015-04-03,2,11,0,1,.000,0,0,0.0,0,6,6,10,3,0,2,3,4,5.7,+11
9994,George Hill,2015-04-05,0,5,0,2,.000,3,4,.750,1,5,6,5,2,0,0,2,3,6.0,+11
9995,George Hill,2015-04-08,7,11,1,2,.500,5,6,.833,0,6,6,5,3,0,2,1,20,20.6,+29
9996,George Hill,2015-04-10,2,6,1,2,.500,8,8,1.000,0,3,3,9,1,0,1,3,13,15.6,+3
9997,George Hill,2015-04-12,6,10,2,3,.667,5,7,.714,0,3,3,7,1,0,1,5,19,17.4,+14
9998,George Hill,2015-04-14,11,25,2,10,.200,0,0,0.0,1,8,9,10,0,1,3,1,24,18.3,+15
9999,George Hill,2015-04-15,9,16,2,6,.333,0,0,0.0,1,4,5,6,2,1,3,4,20,16.6,-8
10000,George Hill,2015-10-28,6,10,5,7,.714,2,3,.667,0,3,3,2,2,1,2,5,19,15.0,-1
10001,George Hill,2015-10-29,6,15,3,8,.375,5,6,.833,0,3,3,4,1,0,5,2,20,10.4,-3
10002,George Hill,2015-10-31,5,9,3,5,.600,4,5,.800,2,4,6,1,2,0,7,3,17,9.4,-16
10003,George Hill,2015-11-03,5,12,2,6,.333,0,0,0.0,1,5,6,6,4,1,0,1,12,16.3,+7
10004,George Hill,2015-11-04,2,10,1,4,.250,5,8,.625,0,2,2,4,3,0,3,2,10,5.2,-4
10005,George Hill,2015-11-06,3,6,3,4,.750,3,5,.600,0,0,0,4,0,0,0,3,12,9.8,+12
10006,George Hill,2015-11-08,6,16,0,5,.000,2,2,1.000,1,4,5,5,0,0,0,2,14,9.8,-6
10007,George Hill,2015-11-09,8,13,4,6,.667,3,4,.750,0,7,7,2,2,1,0,3,23,21.7,+20
10008,George Hill,2015-11-11,3,8,1,3,.333,0,0,0.0,0,4,4,5,0,0,1,5,7,4.3,+5
10009,George Hill,2015-11-13,2,7,2,5,.400,0,0,0.0,1,0,1,4,2,0,2,1,6,5.0,-5
10010,George Hill,2015-11-16,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10011,George Hill,2015-11-18,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10012,George Hill,2015-11-21,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10013,George Hill,2015-11-24,5,11,2,5,.400,2,2,1.000,2,2,4,5,1,0,2,1,14,12.4,+5
10014,George Hill,2015-11-27,3,8,0,2,.000,0,1,.000,2,8,10,3,1,1,1,1,6,7.4,+26
10015,George Hill,2015-11-29,4,10,1,3,.333,2,3,.667,0,6,6,3,2,0,2,3,11,7.9,0
10016,George Hill,2015-12-02,0,5,0,1,.000,5,6,.833,0,4,4,3,0,0,3,3,5,0.2,+21
10017,George Hill,2015-12-03,7,17,2,4,.500,2,2,1.000,1,0,1,3,0,0,2,4,18,8.1,+2
10018,George Hill,2015-12-05,4,10,2,5,.400,0,0,0.0,0,2,2,5,4,1,1,0,10,12.4,-3
10019,George Hill,2015-12-08,4,10,3,4,.750,1,1,1.000,0,2,2,1,0,0,2,2,12,5.1,-21
10020,George Hill,2015-12-11,3,9,0,3,.000,0,0,0.0,1,4,5,4,1,0,1,0,6,5.6,-1
10021,George Hill,2015-12-12,7,12,0,3,.000,0,0,0.0,1,7,8,3,0,0,0,2,14,12.5,-15
10022,George Hill,2015-12-14,3,6,0,1,.000,0,0,0.0,0,1,1,3,1,2,1,1,6,6.4,+5
10023,George Hill,2015-12-16,5,10,1,4,.250,0,2,.000,0,0,0,3,2,0,0,0,11,9.3,+13
10024,George Hill,2015-12-18,3,11,3,7,.429,0,0,0.0,0,4,4,3,0,0,1,0,9,4.8,+12
10025,George Hill,2015-12-19,3,7,0,3,.000,2,4,.500,1,4,5,2,1,0,1,3,8,5.6,-20
10026,George Hill,2015-12-21,6,13,3,4,.750,0,0,0.0,0,2,2,1,1,0,2,3,15,7.4,-17
10027,George Hill,2015-12-23,7,14,4,10,.400,2,2,1.000,0,4,4,5,3,0,0,2,20,19.9,+3
10028,George Hill,2015-12-26,3,6,1,3,.333,0,0,0.0,1,4,5,4,3,0,1,2,7,9.9,+2
10029,George Hill,2015-12-28,3,9,1,4,.250,1,2,.500,1,1,2,0,4,1,1,1,8,6.8,+1
10030,George Hill,2015-12-30,8,15,3,5,.600,1,1,1.000,4,3,7,3,4,0,2,0,20,20.5,+3
10031,George Hill,2015-12-31,6,14,3,6,.500,0,0,0.0,2,4,6,3,0,1,2,3,15,9.8,-2
10032,George Hill,2016-01-02,7,8,1,1,1.000,3,4,.750,1,3,4,1,1,0,2,3,18,14.9,+16
10033,George Hill,2016-01-04,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10034,George Hill,2016-01-06,5,9,3,3,1.000,3,3,1.000,0,3,3,3,1,0,0,2,16,14.9,+14
10035,George Hill,2016-01-08,2,9,1,2,.500,2,2,1.000,1,4,5,2,1,0,3,4,7,1.2,+8
10036,George Hill,2016-01-10,5,11,3,6,.500,0,0,0.0,0,5,5,5,0,0,2,3,13,9.1,-3
10037,George Hill,2016-01-12,8,13,4,8,.500,0,0,0.0,0,3,3,5,0,0,2,0,20,16.5,+26
10038,George Hill,2016-01-13,4,10,1,4,.250,4,5,.800,2,1,3,2,1,0,0,3,13,10.1,-17
10039,George Hill,2016-01-15,8,14,2,4,.500,1,2,.500,3,5,8,1,1,0,2,2,19,14.5,-27
10040,George Hill,2016-01-17,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10041,George Hill,2016-01-19,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10042,George Hill,2016-01-22,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10043,George Hill,2016-01-23,2,7,1,2,.500,3,4,.750,0,1,1,4,2,0,0,4,8,7.0,-1
10044,George Hill,2016-01-26,5,14,3,6,.500,2,2,1.000,1,0,1,2,1,0,2,0,15,8.3,+7
10045,George Hill,2016-01-28,7,9,3,4,.750,1,2,.500,0,8,8,3,0,0,3,1,18,15.2,+11
10046,George Hill,2016-01-30,3,10,1,5,.200,2,2,1.000,1,2,3,4,1,0,0,3,9,7.1,+4
10047,George Hill,2016-02-01,9,16,4,8,.500,1,1,1.000,1,4,5,4,2,0,0,2,23,21.3,-8
10048,George Hill,2016-02-03,4,8,2,2,1.000,3,3,1.000,2,2,4,2,3,0,2,0,13,13.4,+6
10049,George Hill,2016-02-05,3,8,1,2,.500,0,0,0.0,1,2,3,8,0,0,1,3,7,7.3,-7
10050,George Hill,2016-02-06,7,14,1,3,.333,2,2,1.000,0,4,4,2,0,0,0,3,17,11.4,+10
10051,George Hill,2016-02-08,5,11,2,6,.333,3,4,.750,0,1,1,6,3,0,2,1,15,14.0,+6
10052,George Hill,2016-02-10,5,12,1,5,.200,1,2,.500,0,2,2,2,1,1,2,2,12,6.1,-3
10053,George Hill,2016-02-19,3,11,3,6,.500,0,0,0.0,3,8,11,9,1,0,1,1,9,12.9,+4
10054,George Hill,2016-02-21,2,11,0,3,.000,4,6,.667,1,6,7,7,1,1,0,1,8,9.0,+9
10055,George Hill,2016-02-22,0,7,0,2,.000,1,2,.500,0,4,4,3,1,0,3,0,1,-3.0,-6
10056,George Hill,2016-02-24,5,8,0,2,.000,0,0,0.0,0,3,3,1,2,0,0,0,10,10.0,+7
10057,George Hill,2016-02-26,3,13,2,6,.333,2,2,1.000,2,4,6,7,2,0,1,3,10,9.4,+3
10058,George Hill,2016-02-28,4,10,1,3,.333,5,6,.833,2,4,6,5,0,0,1,1,14,12.9,-18
10059,George Hill,2016-02-29,4,8,1,4,.250,2,2,1.000,0,2,2,5,0,0,1,4,11,8.5,+5
10060,George Hill,2016-03-02,4,8,2,4,.500,0,0,0.0,1,2,3,3,0,0,1,0,10,8.4,+2
10061,George Hill,2016-03-04,5,16,2,7,.286,0,0,0.0,4,3,7,2,1,0,1,4,12,6.3,0
10062,George Hill,2016-03-05,4,10,2,6,.333,2,2,1.000,2,1,3,5,0,1,2,3,12,9.3,+5
10063,George Hill,2016-03-07,2,7,1,3,.333,0,0,0.0,1,9,10,5,0,0,1,1,5,6.4,+5
10064,George Hill,2016-03-12,5,10,3,7,.429,3,4,.750,0,3,3,3,1,0,2,3,16,11.4,0
10065,George Hill,2016-03-13,2,8,0,4,.000,1,1,1.000,2,2,4,2,1,0,1,0,5,3.6,-23
10066,George Hill,2016-03-15,2,9,0,2,.000,6,8,.750,1,4,5,3,0,1,2,4,10,4.8,-1
10067,George Hill,2016-03-17,6,10,3,5,.600,3,4,.750,0,2,2,2,0,1,0,3,18,14.5,-5
10068,George Hill,2016-03-19,6,10,3,6,.500,5,6,.833,0,3,3,9,2,0,1,2,20,22.4,+8
10069,George Hill,2016-03-21,6,8,0,2,.000,0,0,0.0,1,3,4,4,0,0,0,2,12,12.4,+18
10070,George Hill,2016-03-24,2,6,2,5,.400,0,0,0.0,0,4,4,8,0,1,5,2,6,4.3,+8
10071,George Hill,2016-03-26,7,8,2,2,1.000,1,1,1.000,0,3,3,2,3,0,2,3,17,16.3,-15
10072,George Hill,2016-03-27,1,5,1,4,.250,0,0,0.0,0,3,3,3,0,0,0,4,3,1.3,-1
10073,George Hill,2016-03-29,3,6,0,1,.000,0,0,0.0,0,3,3,4,0,0,1,0,6,5.7,+10
10074,George Hill,2016-03-31,3,9,2,4,.500,1,2,.500,1,1,2,2,1,0,1,2,9,5.1,-14
10075,George Hill,2016-04-02,5,10,0,4,.000,1,1,1.000,0,4,4,1,0,1,0,0,11,8.6,+8
10076,George Hill,2016-04-03,3,9,2,7,.286,2,3,.667,1,5,6,0,1,0,2,3,10,4.5,-7
10077,George Hill,2016-04-06,4,8,1,1,1.000,0,0,0.0,2,2,4,5,1,0,1,4,9,8.9,+7
10078,George Hill,2016-04-08,2,6,1,2,.500,0,0,0.0,0,0,0,3,0,0,0,2,5,2.9,-5
10079,George Hill,2016-04-10,6,10,4,6,.667,2,2,1.000,0,5,5,4,1,0,0,0,18,18.7,+14
10080,George Hill,2016-04-12,8,12,3,5,.600,0,1,.000,0,3,3,2,2,1,3,3,19,14.2,+12
10081,George Hill,2016-04-13,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10082,George Hill,2016-10-25,7,18,1,6,.167,4,4,1.000,0,2,2,6,2,1,1,2,19,14.9,+2
10083,George Hill,2016-10-28,7,14,2,7,.286,7,9,.778,0,3,3,3,0,1,1,4,23,16.3,+7
10084,George Hill,2016-10-30,8,13,2,4,.500,0,0,0.0,1,1,2,3,2,0,2,3,18,14.0,-9
10085,George Hill,2016-11-01,9,13,3,5,.600,1,1,1.000,0,2,2,7,1,0,0,2,22,22.2,+7
10086,George Hill,2016-11-02,9,15,4,6,.667,3,3,1.000,1,5,6,4,0,0,3,2,25,19.3,+24
10087,George Hill,2016-11-04,5,13,3,6,.500,0,0,0.0,1,2,3,3,0,0,1,2,13,7.5,-7
10088,George Hill,2016-11-06,8,12,1,3,.333,6,7,.857,0,2,2,8,2,0,0,1,23,25.2,+3
10089,George Hill,2016-11-07,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10090,George Hill,2016-11-09,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10091,George Hill,2016-11-11,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10092,George Hill,2016-11-12,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10093,George Hill,2016-11-14,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10094,George Hill,2016-11-17,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10095,George Hill,2016-11-19,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10096,George Hill,2016-11-20,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10097,George Hill,2016-11-23,8,13,3,6,.500,3,4,.750,0,5,5,3,2,0,2,3,22,18.1,+18
10098,George Hill,2016-11-25,8,14,5,8,.625,2,2,1.000,0,5,5,1,2,0,0,1,23,20.2,+18
10099,George Hill,2016-11-28,7,15,0,3,.000,10,11,.909,1,7,8,4,0,0,2,3,24,18.3,+12
10100,George Hill,2016-11-29,2,6,2,3,.667,2,2,1.000,0,1,1,4,1,0,3,3,8,4.5,+17
10101,George Hill,2016-12-01,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10102,George Hill,2016-12-03,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10103,George Hill,2016-12-05,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10104,George Hill,2016-12-06,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10105,George Hill,2016-12-08,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10106,George Hill,2016-12-10,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10107,George Hill,2016-12-14,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10108,George Hill,2016-12-16,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10109,George Hill,2016-12-18,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10110,George Hill,2016-12-20,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10111,George Hill,2016-12-21,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10112,George Hill,2016-12-23,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10113,George Hill,2016-12-27,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10114,George Hill,2016-12-29,8,10,2,2,1.000,3,6,.500,1,7,8,6,3,1,2,1,21,24.3,+31
10115,George Hill,2016-12-31,1,3,0,0,0.0,1,2,.500,0,1,1,2,0,0,0,1,3,2.2,+5
10116,George Hill,2017-01-02,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10117,George Hill,2017-01-03,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10118,George Hill,2017-01-05,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10119,George Hill,2017-01-07,5,12,2,4,.500,7,7,1.000,2,3,5,7,1,0,1,2,19,19.0,+10
10120,George Hill,2017-01-08,6,15,2,4,.500,1,2,.500,0,4,4,2,1,1,4,4,15,5.2,-1
10121,George Hill,2017-01-10,5,11,2,3,.667,1,4,.250,1,2,3,7,0,0,2,3,13,9.1,+12
10122,George Hill,2017-01-13,8,13,5,6,.833,1,3,.333,1,3,4,1,0,0,1,1,22,16.2,+32
10123,George Hill,2017-01-14,4,13,0,5,.000,6,8,.750,0,0,0,7,2,0,2,3,14,9.4,+5
10124,George Hill,2017-01-16,7,18,1,8,.125,2,2,1.000,2,6,8,3,0,1,3,1,17,9.8,+9
10125,George Hill,2017-01-20,5,13,1,4,.250,2,2,1.000,0,1,1,1,0,0,2,6,13,2.5,+1
10126,George Hill,2017-01-21,9,16,3,5,.600,9,11,.818,1,5,6,5,1,0,1,4,30,25.7,+7
10127,George Hill,2017-01-23,2,10,0,4,.000,5,6,.833,0,2,2,3,1,1,2,3,9,3.6,-13
10128,George Hill,2017-01-24,6,18,1,6,.167,4,4,1.000,0,3,3,5,1,0,1,2,17,10.4,-11
10129,George Hill,2017-01-26,4,14,1,5,.200,3,4,.750,3,4,7,3,3,0,1,0,12,10.8,-2
10130,George Hill,2017-01-28,7,13,1,5,.200,1,1,1.000,0,3,3,5,0,0,3,4,16,9.5,-8
10131,George Hill,2017-02-01,3,9,1,3,.333,0,0,0.0,0,2,2,4,1,0,1,1,7,4.9,+11
10132,George Hill,2017-02-04,8,11,5,8,.625,4,4,1.000,0,1,1,1,0,1,0,4,25,20.6,+11
10133,George Hill,2017-02-06,8,15,3,8,.375,3,4,.750,1,3,4,8,1,1,1,2,22,21.4,+25
10134,George Hill,2017-02-08,6,11,2,6,.333,5,8,.625,0,1,1,3,1,0,0,3,19,14.7,+17
10135,George Hill,2017-02-09,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10136,George Hill,2017-02-11,7,16,2,6,.333,6,7,.857,2,1,3,4,3,0,1,3,22,18.5,0
10137,George Hill,2017-02-13,2,11,1,6,.167,1,2,.500,0,1,1,1,0,0,0,2,6,-1.1,-31
10138,George Hill,2017-02-15,7,15,2,5,.400,3,4,.750,0,5,5,5,0,0,4,4,19,10.3,+30
10139,George Hill,2017-02-24,4,6,3,4,.750,8,8,1.000,0,1,1,1,4,0,3,4,19,16.8,+5
10140,George Hill,2017-02-26,7,13,5,8,.625,2,4,.500,0,3,3,6,1,1,5,1,21,15.3,+23
10141,George Hill,2017-02-28,6,15,0,4,.000,3,3,1.000,0,2,2,8,2,1,2,2,15,13.0,+9
10142,George Hill,2017-03-01,1,3,0,1,.000,0,0,0.0,0,2,2,3,0,0,2,2,2,0.2,-12
10143,George Hill,2017-03-03,10,12,3,3,1.000,11,12,.917,0,2,2,7,0,0,4,4,34,29.1,+26
10144,George Hill,2017-03-05,4,14,2,6,.333,5,8,.625,1,4,5,8,1,0,1,3,15,11.9,+2
10145,George Hill,2017-03-06,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10146,George Hill,2017-03-08,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
10147,George Hill,2017-03-11,3,6,1,1,1.000,2,2,1.000,0,1,1,1,2,0,2,1,9,6.6,-22
10148,George Hill,2017-03-13,7,15,2,4,.500,3,5,.600,0,8,8,6,1,0,0,4,19,16.5,+3
10149,George Hill,2017-03-15,6,12,1,4,.250,4,5,.800,0,4,4,3,0,0,2,0,17,11.9,+22
10150,George Hill,2017-03-16,3,10,1,5,.200,2,3,.667,0,2,2,2,1,0,1,2,9,4.0,-11
10151,George Hill,2017-03-18,6,11,2,5,.400,4,4,1.000,1,6,7,4,2,1,3,1,18,17.3,-12
10152,George Hill,2017-03-20,7,17,0,6,.000,2,2,1.000,2,4,6,6,0,0,2,1,16,11.3,-1
10153,George Hill,2017-03-22,7,18,1,4,.250,0,0,0.0,0,7,7,4,1,0,4,1,15,6.7,0
10154,George Hill,2017-03-25,4,11,1,3,.333,0,0,0.0,0,1,1,1,0,0,4,2,9,-0.9,-29
10155,George Hill,2017-03-27,7,14,3,6,.500,0,0,0.0,0,2,2,5,1,0,3,3,17,10.9,+1
10156,George Hill,2017-03-29,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
